id,congress,chamber,rollnumber,voteview_id,date,year,month,day,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc,pap_description,pap_majortopic,pap_subtopic,majortopic,subtopic
51843,114,1,510,RH1140510,9/25/15,2015,9,25,1,512,187,223,0.159,-0.083,0.348,0.197,-21.988,HR348,Failed,NA,On Agreeing to the Amendment,NA,"H.Amdt. 703 (Dingell) to H.R. 348: Amendment sought to prevent a project from being approved under the timeline set forth in the bill if the project would limit access to or opportunities for hunting or fishing, or impact an endangered or threatened spec",7,709,7,709
51844,114,1,511,RH1140511,9/25/15,2015,9,25,1,513,179,229,0.125,-0.163,0.458,1.063,-15.487,HR348,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 704 (Peters) to H.R. 348: Amendment sought to strike the section that prohibits agencies from using the social cost of carbon in an environmental review or in any environmental decision making process.,7,700,7,700
51845,114,1,512,RH1140512,9/25/15,2015,9,25,1,514,223,186,0.154,-0.16,-0.227,-0.32,-43.659,HR348,Agreed to,NA,On Agreeing to the Amendment,NA,"H.Amdt. 705 (Gosar) to H.R. 348: Amendment prohibits federal agencies from following the draft guidance entitled """"""""""""""""the Revised Draft Guidance for Federal Departments and Agencies on Consideration of Greenhouse Gas Emissions and the Effects of Climate chan",7,705,7,705
51848,114,1,515,RH1140515,9/25/15,2015,9,25,1,517,175,229,-0.028,-0.098,0.473,0.227,-3.654,HR348,Failed,Responsibly And Professionally Invigorating Development Act of 2015 (RAPID Act),On Motion to Recommit with Instructions,NA,On Motion to Recommit with Instructions: H.R. 348: RAPID Act,7,700,7,700
51849,114,1,516,RH1140516,9/25/15,2015,9,25,1,518,233,170,-0.065,-0.052,-0.429,-0.851,-10.926,HR348,Passed,Responsibly And Professionally Invigorating Development Act of 2015 (RAPID Act),On Passage,NA,H.R. 348: RAPID Act,7,700,7,700
51916,114,1,583,RH1140583,11/3/15,2015,11,3,1,586,181,237,0.173,-0.197,0.12,0.403,-135.221,HR22,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 736 (Swalwell) to H.R. 22: Amendment sought to expand the eligibility of the Congestion Mitigation and Air Quality Improvement (CMAQ) program to include innovative shared use mobility projects that can reduce congestion and improve air quality an.,7,705,7,705
51917,114,1,584,RH1140584,11/3/15,2015,11,3,1,587,196,225,0.287,-0.08,-0.218,-0.067,-94.459,HR22,Failed,NA,On Agreeing to the Amendment,NA,"H.Amdt. 738 (Gosar) to H.R. 22: Amendment sought to require the Federal Government to track the total number, cost, and time required for each environmental review of transportation projects when reporting the status of these projects to the public..",7,705,7,705
51950,114,1,617,RH1140617,11/5/15,2015,11,5,1,620,246,178,-0.039,0.009,-0.195,-0.493,-61.6,HR22,Agreed to,NA,On Agreeing to the Amendment,NA,"H.Amdt. 822 (Mullin) to H.R. 22: Amendment requires the Administrator of the Environmental Protection Agency to ensure that, in promulgating regulations, any preference or incentive provided to electric vehicles is also provided to natural gas vehicles..",7,705,7,705
51980,114,1,647,RH1140647,12/1/15,2015,12,1,1,650,242,180,0.014,-0.055,-0.462,-0.928,-11.525,SJRES24,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Environmental Protection Agency relating to ���Carbon Pollution Emission Guidelines for Existing Stationary Sources: Electric Utility Generating Units���.",On Passage,NA,"S.J.Res. 24: A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of a ...",7,705,7,705
51981,114,1,648,RH1140648,12/1/15,2015,12,1,1,651,235,188,0.185,-0.17,-0.489,-1.386,-20.886,SJRES23,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Environmental Protection Agency relating to ���Standards of Performance for Greenhouse Gas Emissions from New, Modified, and Reconstructed Stationary Sources: Electric Utility Generating Units���.",On Passage,NA,"S.J.Res. 23: A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of a ...",7,705,7,705
51999,114,1,666,RH1140666,12/3/15,2015,12,3,1,669,247,177,-0.077,-0.093,-0.325,0.006,-14.969,HR8,Agreed to,NA,On Agreeing to the Amendment,NA,H.Amdt. 866 (Rouzer) to H.R. 8: Amendment to repeal the March 2015 EPA final rule establishing federal standards for residential wood heaters..,7,708,7,708
52253,114,1,731,RH1140731,1/8/16,2016,1,8,2,30,174,228,0.033,-0.091,0.288,0.12,-15.034,HR1927,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 903 (Jackson Lee) to H.R. 1927: Amendment sought to provide litigants in a pending class action access to information held in a trust that is directly related to a plaintiff's claim for asbestos exposure.,7,708,7,708
52254,114,1,732,RH1140732,1/8/16,2016,1,8,2,31,179,222,0.081,0.032,0.239,0.316,-32.191,HR1927,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 904 (Nadler) to H.R. 1927: Amendment sought to replace the bill's requirement for asbestos trusts to disclose detailed personal information with aggregate reporting of demands received and payments made by the trusts.,7,708,7,708
52259,114,1,737,RH1140737,1/12/16,2016,1,12,2,36,233,173,-0.014,-0.106,-0.497,-0.329,-2.12,HRES583,Passed,Providing for consideration of the bill (H.R. 1644) STREAM Act ; providing for consideration of the joint resolution (S.J.Res. 22) congressional disapproval of the rule submitted by the Corps of Engineers and the EPA relating to ���waters of the U.S.���; and consideration of (H.R. 3662) Iran Terror Finance Transparency Act,On Ordering the Previous Question,NA,"On Ordering the Previous Question: H.Res. 583 (114th): Providing for consideration of bill (H.R. 1644) to amend the Surface Mining Control and Reclamation Act of 1977 to ensure transparency in the development of environmental regulations, and for other purposes; providing for consideration of the joint resolution (S.J. Res. 22) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of �������������waters of the United States������������� under the Federal Water Pollution Control Act; providing for consideration of the bill (H.R. 3662) to enhance congressional oversight over the administration of sanctions against certain Iranian terrorism financiers, and for other purposes; and providing for proceedings during the period from January 14, 2016, through January 22, 2016.",7,700,7,700
52260,114,1,738,RH1140738,1/12/16,2016,1,12,2,37,239,183,0.009,-0.091,-0.527,0.054,-0.406,HRES583,Passed,Providing for consideration of the bill (H.R. 1644) STREAM Act; providing for consideration of the joint resolution (S.J.Res. 22) congressional disapproval of the rule submitted by the Corps of Engineers and the EPA relating to ���waters of the U.S.���; and consideration of (H.R. 3662) Iran Terror Finance Transparency Act,On Agreeing to the Resolution,NA,Providing for consideration of bill (H.R. 1644) to amend the Surface Mining Control and Reclamation Act of 1977,7,711,7,711
52261,114,1,739,RH1140739,1/12/16,2016,1,12,2,38,189,223,0.159,-0.064,0.211,0.448,-55.987,HR1644,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 906 (Kildee) to H.R. 1644: Amendment sought to prevent any rule that improves drinking water quality from being delayed.,7,701,7,701
52262,114,1,740,RH1140740,1/12/16,2016,1,12,2,39,203,219,0.213,-0.141,0.198,0.291,-72.539,HR1644,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 907 (Cartwright) to H.R. 1644: Amendment sought to direct funding from AML certified States for use in revitalizing economically distressed communities which have been adversely affected by discharge from abandoned mine lands.,7,704,7,704
52263,114,1,741,RH1140741,1/12/16,2016,1,12,2,40,190,235,0.175,-0.173,0.476,1.051,-17.329,HR1644,Failed,NA,On Agreeing to the Amendment,NA,"H.Amdt. 908 (Sewell) to H.R. 1644: Amendment sought to ensure that rules will not be delayed if such a delay would cause or significantly contribute to the development of a negative, chronic or long-term condition.",7,704,7,704
52264,114,1,742,RH1140742,1/12/16,2016,1,12,2,41,186,237,0.038,-0.013,0.304,0.393,-13.229,HR1644,Failed,Supporting Transparent Regulatory and Environmental Actions in Mining (STREAM) Act,On Motion to Recommit with Instructions,NA,On Motion to Recommit with Instructions: H.R. 1644: STREAM Act,7,704,7,704
52265,114,1,743,RH1140743,1/12/16,2016,1,12,2,42,235,188,0.132,-0.078,-0.49,-1.551,-20.892,HR1644,Passed,Supporting Transparent Regulatory and Environmental Actions in Mining (STREAM) Act,On Passage,NA,"STREAM Act would prohibit the Department of the Interior (DOI) from issuing any rule regarding prohibited surface mining areas near streams until a year after the National Academy of Science (NAS) has submitted an evaluative report of the current rule to Congress. It gives two years for NAS to submit the report, meaning DOI would be prevented from issuing further rules for up to three years. The bill would also expand transparency requirements on all scientific products and raw data used by DOI to develop any rule regarding surface mining regulation.",7,711,7,711
52267,114,1,745,RH1140745,1/13/16,2016,1,13,2,45,253,166,-0.098,-0.038,-0.364,-0.924,-26.096,SJRES22,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of ���waters of the United States��� under the Federal Water Pollution Control Act",On Passage,NA,"A joint resolution providing for congressional disapproval under chapter 8 of title 5 United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of �������������waters of the United States������������� under the Federal Water Pollution Control Act.",7,701,7,701
52289,114,1,767,RH1140767,2/10/16,2016,2,10,2,67,416,2,0,0,0,0,0,HR4470,Passed,Safe Drinking Water Act Improved Compliance Awareness Act,"On Motion to Suspend the Rules and Pass, as Amended",NA,"Safe Drinking Water Act Improved Compliance Awareness Act would require public water service operators to appropriately notify all customers if more than ten percent of customers have more than 15 parts per billion of lead their water. The bill would also require the EPA to develop a strategy for outreach to people affected by lead in their water, and to inform water operators and states if a water system in their control contains excessive amounts of lead.",7,701,7,701
52315,114,1,793,RH1140793,2/26/16,2016,2,26,2,93,159,242,-0.091,0.011,0.268,0.616,-35.01,HR2406,Failed,NA,On Agreeing to the Amendment,NA,"H.Amdt. 948 (Jackson Lee) to H.R. 2406: Amendment sought to strike title III, the exemption to import polar bear trophies taken in sport.",7,709,7,709
52319,114,1,797,RH1140797,2/26/16,2016,2,26,2,97,232,171,0.096,-0.16,-0.228,-0.601,-45.714,HR2406,Agreed to,NA,On Agreeing to the Amendment,NA,H.Amdt. 959 (Ribble) to H.R. 2406: Amendment provides for reissuing the 2011 U.S. Fish and Wildlife Service decision to delist the gray wolf in the Western Great Lakes and Wyoming from the Endangered Species Act.,7,709,7,709
52328,114,1,806,RH1140806,3/3/16,2016,3,3,2,106,233,174,0.008,-0.092,-0.526,0.042,-0.407,HRES635,Passed,"Providing for consideration of H.R. 4557, the Blocking Regulatory Interference from Closing Kilns Act of 2016; and providing for proceedings during the period from March 4, 2016, through March 11, 2016.",On Ordering the Previous Question,NA,"On Ordering the Previous Question: H.Res. 635 (114th): Providing for consideration of the bill (H.R. 4557) to allow for judicial review of any final rule addressing national emission standards for hazardous air pollutants for brick and structural clay products or for clay ceramics manufacturing before requiring compliance with such rule, and providing for proceedings during the period from March 4, 2016, through March 11, 2016.",7,705,7,705
52329,114,1,807,RH1140807,3/3/16,2016,3,3,2,107,235,173,-0.078,-0.099,-0.493,0.107,-4.214,HRES635,Passed,"Providing for consideration of H.R. 4557, the Blocking Regulatory Interference from Closing Kilns Act of 2016; and providing for proceedings during the period from March 4, 2016, through March 11, 2016.",On Agreeing to the Resolution,NA,"Providing for consideration of the bill (H.R. 4557) to allow for judicial review of any final rule addressing national emission standards for hazardous air pollutants for brick and structural clay products or for clay ceramics manufacturing before requiring compliance with such rule, and providing for proceedings during the period from March 4, 2016, through March 11, 2016.",7,705,7,705
52331,114,1,809,RH1140809,3/3/16,2016,3,3,2,109,238,163,-0.082,-0.077,-0.445,-0.79,-9.993,HR4557,Passed,Blocking Regulatory Interference from Closing Kilns Act of 2016,On Passage,NA,Blocking Regulatory Interference from Closing Kilns Act of 2016: To allow for judicial review of any final rule addressing national emission standards for hazardous air pollutants for brick and structural clay products or for clay ceramics manufacturing before requiring compliance with such rule.,7,705,7,705
52340,114,1,818,RH1140818,3/15/16,2016,3,15,2,118,166,224,0.069,-0.024,0.3,0.832,-28.797,HR3797,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 964 (Pallone) to H.R. 3797: Amendment sought to strike the Cross-State Air Pollution Rule portion of the bill.,7,705,7,705
52341,114,1,819,RH1140819,3/15/16,2016,3,15,2,119,175,233,0.032,0.006,0.382,1.043,-18.2,HR3797,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 965 (Pallone) to H.R. 3797: Amendment sought to give the Governor of a State the ability to opt out of the Cross-State Air Pollution Rule portion of the bill if the Governor determines that implementing such provision would increase the overall cost of complying with EPA's rule.,7,705,7,705
52342,114,1,820,RH1140820,3/15/16,2016,3,15,2,120,179,235,0.071,-0.048,0.402,0.639,-8.701,HR3797,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 966 (Bera) to H.R. 3797: Amendment sought to require a GAO report on the increase in sulfur dioxide and other air pollution emissions that result from this Act and the effect of such emissions on public health.,7,705,7,705
52343,114,1,821,RH1140821,3/15/16,2016,3,15,2,121,182,234,0.082,-0.029,0.37,0.634,-12.839,HR3797,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 968 (Veasey) to H.R. 3797: Amendment sought to ensure public health is taken into account by the Administrator of the Environmental Protection Agency before law goes into effect.,7,705,7,705
52344,114,1,822,RH1140822,3/15/16,2016,3,15,2,122,173,236,0.039,-0.093,0.399,0.384,-5.728,HR3797,Failed,Satisfying Energy Needs and Saving the Environment Act,On Motion to Recommit with Instructions,NA,On Motion to Recommit with Instructions: H.R. 3797: Satisfying Energy Needs and Saving the Environment,7,705,7,705
52345,114,1,823,RH1140823,3/15/16,2016,3,15,2,123,231,183,0.115,-0.062,-0.421,-1.265,-18.556,HR3797,Passed,Satisfying Energy Needs and Saving the Environment Act,On Passage,NA,"Satisfying Energy Needs and Saving the Environment: To establish the bases by which the Administrator of the Environmental Protection Agency shall issue, implement, and enforce certain emission limitations and allocations for existing electric utility steam generating units that convert coal refuse into energy.",7,705,7,705
52421,114,1,899,RH1140899,5/17/16,2016,5,17,2,199,262,159,-0.208,-0.076,-0.347,-0.292,-47.447,HR897,Failed,Zika Vector Control Act,"On Motion to Suspend the Rules and Pass, as Amended",NA,"To amend the Federal Insecticide, Fungicide, and Rodenticide Act and the Federal Water Pollution Control Act to clarify Congressional intent regarding the regulation of the use of pesticides in or near navigable waters, and for other purposes.",7,701,7,701
52431,114,1,909,RH1140909,5/18/16,2016,5,18,2,209,227,198,0.221,-0.087,-0.373,-0.486,-31.209,HR4909,Agreed to,NA,On Agreeing to the Amendment,NA,"to H.R. 4909: Amendment prohibits funds for Executive Orders 13653 and 13693 that require DOD to meet certain green energy mandates and to incorporate climate change reviews within DOD operations, acquisition, and planning.",7,705,7,705
52455,114,1,933,RH1140933,5/24/16,2016,5,24,2,233,234,175,0.009,-0.091,-0.527,0.048,-0.41,HRES742,Passed,"Providing for consideration of the Senate amendment to the bill (H.R. 2576) to modernize the Toxic Substances Control Act, and for other purposes, and providing for consideration of the bill (H.R. 897) Reducing Regulatory Burdens Act, and for other purposes",On Ordering the Previous Question,NA,"Providing for consideration of the Senate amendment to the bill (H.R. 2576) to modernize the Toxic Substances Control Act, and for other purposes, and providing for consideration of the bill (H.R. 897) to amend the Federal Insecticide.",7,704,7,704
52456,114,1,934,RH1140934,5/24/16,2016,5,24,2,234,238,171,-0.074,-0.107,-0.496,-0.389,-6.607,HRES742,Passed,"Providing for consideration of the Senate amendment to the bill (H.R. 2576) to modernize the Toxic Substances Control Act, and for other purposes, and providing for consideration of the bill (H.R. 897) Reducing Regulatory Burdens Act, and for other purposes",On Agreeing to the Resolution,NA,"Providing for consideration of the Senate amendment to the bill (H.R. 2576) to modernize the Toxic Substances Control Act, and for other purposes, and providing for consideration of the bill (H.R. 897) to amend the Federal Insecticide, Fungicide, and Rodenticide Act and the Federal Water Pollution Control Act to clarify Congressional intent regarding the regulation of the use of pesticides in or near navigable waters, and for other purposes.",7,700,7,700
52458,114,1,936,RH1140936,5/24/16,2016,5,24,2,236,182,232,0.029,0.065,0.283,0.428,-18.329,HR897,Failed,Zika Vector Control Act,On Motion to Recommit with Instructions,NA,"To amend the Federal Insecticide, Fungicide, and Rodenticide Act and the Federal Water Pollution Control Act to clarify Congressional intent regarding the regulation of the use of pesticides in or near navigable waters, and for other purposes.",7,701,7,701
52459,114,1,937,RH1140937,5/24/16,2016,5,24,2,237,258,156,-0.205,-0.068,-0.368,-0.415,-45.095,HR897,Passed,Zika Vector Control Act,On Passage,NA,"To amend the Federal Insecticide, Fungicide, and Rodenticide Act and the Federal Water Pollution Control Act to clarify Congressional intent regarding the regulation of the use of pesticides in or near navigable waters, and for other purposes.",7,701,7,701
52460,114,1,938,RH1140938,5/24/16,2016,5,24,2,238,403,12,-0.16,-0.856,-0.075,-0.84,-41.889,HR2576,Passed,Frank R. Lautenberg Chemical Safety for the 21st Century Act,On Concurring in the Senate Amendment with an Amendment,NA,The TSCA Modernization Act of 2015 would amend the Toxic Substances Control Act to expand the ability of the Environmental Protection Agency to evaluate and regulate toxic chemicals. It would give the EPA further authority to impose fees to regulate chemicals.,7,704,7,704
52478,114,1,956,RH1140956,5/25/16,2016,5,25,2,256,230,188,0.161,-0.058,-0.566,-0.504,-12.674,HR5055,Agreed to,NA,On Agreeing to the Amendment,NA,"to H.R. 5055: Amendment prohibits the use of funds to prepare, propose, or promulgate any regulation or guidance related to the social cost of carbon.",7,705,7,705
52494,114,1,972,RH1140972,6/7/16,2016,6,7,2,272,360,7,0,0,0,0,0,HR1815,Passed,Eastern Nevada Land Implementation Improvement Act,"On Motion to Suspend the Rules and Pass, as Amended",NA,"To facilitate certain pinyon-juniper related projects in Lincoln County, Nevada, to modify the boundaries of certain wilderness areas in the State of Nevada, and to provide for the implementation of a conservation plan for the Virgin River, Nevada.",7,711,7,711
52495,114,1,973,RH1140973,6/8/16,2016,6,8,2,273,230,163,0.013,-0.08,-0.523,0.048,-0.389,HRES767,Passed,"Providing for consideration of H.R. 4775, the Ozone Standards Implementation Act of 2016; providing for consideration of H. Con. Res. 89, expressing the sense of Congress that a carbon tax would be detrimental to the United States economy; and providing for consideration of H. Con. Res. 112",On Ordering the Previous Question,NA,"Providing for consideration of the bill (H.R. 4775) to facilitate efficient State implementation of ground-level ozone standards, and for other purposes; providing for consideration of the concurrent resolution (H. Con. Res. 89) expressing the sense of Congress that a carbon tax would be detrimental to the United States economy; and providing for the consideration of the concurrent resolution (H. Con. Res. 112) expressing the sense of Congress opposing the President�������������s proposed $10 tax on every barrel of oil.",7,705,7,705
52496,114,1,974,RH1140974,6/8/16,2016,6,8,2,274,235,163,-0.016,-0.09,-0.461,-0.309,-3.925,HRES767,Passed,"Providing for consideration of H.R. 4775, the Ozone Standards Implementation Act of 2016; providing for consideration of H. Con. Res. 89, expressing the sense of Congress that a carbon tax would be detrimental to the United States economy; and providing for consideration of H. Con. Res. 112",On Agreeing to the Resolution,NA,"Providing for consideration of the bill (H.R. 4775) to facilitate efficient State implementation of ground-level ozone standards, and for other purposes; providing for consideration of the concurrent resolution (H. Con. Res. 89) expressing the sense of Congress that a carbon tax would be detrimental to the United States economy; and providing for the consideration of the concurrent resolution (H. Con. Res. 112) expressing the sense of Congress opposing the President�������������s proposed $10 tax on every barrel of oil.",7,705,7,705
52498,114,1,976,RH1140976,6/8/16,2016,6,8,2,276,236,170,-0.051,-0.105,-0.44,-0.186,-6.682,HR4775,Agreed to,NA,On Agreeing to the Amendment,NA,"to H.R. 4775 (To facilitate efficient State implementation of ground-level ozone standards, and for other purposes.): Amendment to provide that no additional funds are authorized to be appropriated to carry out the requirements of this Act and the amendments made by this Act. Such requirements shall be carried out using amounts oth",7,705,7,705
52499,114,1,977,RH1140977,6/8/16,2016,6,8,2,277,171,235,-0.033,-0.022,0.375,0.801,-18.383,HR4775,Failed,NA,On Agreeing to the Amendment,NA,"to H.R. 4775: Amendment sought to provide Federal, State, local, or tribal permitting agencies the ability to opt-out of section 3(d) if they determine that issuing a preconstruction permit under an outdated and less protective air quality standard will increase air pollution, slow permitting, increase regulatory uncertainty, foster litigation, shift the burden of pollution control from new sources to existing sources, or increase the overall cost of achieving the new or revised national ambient air quality standard in the applicable area.",7,705,7,705
52500,114,1,978,RH1140978,6/8/16,2016,6,8,2,278,169,242,-0.063,0.025,0.39,0.925,-17.983,HR4775,Failed,NA,On Agreeing to the Amendment,NA,to H.R. 4775: Amendment sought to strike the consideration of technological feasibility when determining national ambient air quality standards to preserve health based standards.,7,705,7,705
52501,114,1,979,RH1140979,6/8/16,2016,6,8,2,279,160,251,-0.064,-0.121,0.356,1,-32.225,HR4775,Failed,NA,On Agreeing to the Amendment,NA,to H.R. 4775: Amendment sought to repeal the prohibitions against aggregating emissions from any oil or gas exploration or production well and emissions.,7,705,7,705
52502,114,1,980,RH1140980,6/8/16,2016,6,8,2,280,171,239,-0.009,-0.063,0.387,0.764,-11.143,HR4775,Failed,NA,On Agreeing to the Amendment,NA,"to H.R. 4775: Amendment sought to provide that the provisions of the bill would not apply if the Administrator of the Environmental Protection Administration, in consultation with the Clean Air Scientific Advisory Committee, finds that the application of any section could harm human health or the environment.",7,705,7,705
52503,114,1,981,RH1140981,6/8/16,2016,6,8,2,281,173,239,0.004,-0.059,0.272,0.361,-20.294,HR4775,Failed,Ozone Standards Implementation Act of 2016,On Motion to Recommit with Instructions,NA,"To facilitate efficient State implementation of ground-level ozone standards, and for other purposes.",7,705,7,705
52504,114,1,982,RH1140982,6/8/16,2016,6,8,2,282,234,177,0.089,-0.055,-0.39,-1.356,-28.239,HR4775,Passed,Ozone Standards Implementation Act of 2016,On Passage,NA,"To facilitate efficient State implementation of ground-level ozone standards, and for other purposes.",7,705,7,705
52517,114,1,995,RH1140995,6/10/16,2016,6,10,2,295,237,163,-0.078,-0.093,-0.478,-0.603,-8.544,HCONRES89,Passed,Expressing the sense of Congress that a carbon tax would be detrimental to the United States economy,On Agreeing to the Resolution,NA,Expressing the sense of Congress that a carbon tax would be detrimental to the United States economy.,7,705,7,705
52536,114,1,1014,RH1141014,6/16/16,2016,6,16,2,314,216,205,0.236,0.034,-0.364,-0.829,-42.975,HR5293,Agreed to,NA,On Agreeing to the Amendment,NA,to H.R. 5293: Amendment prohibits funds to implement Department of Defense (DOD) Directive 4715.21 on Climate Change Adaption and Resilience which requires the Pentagon to prioritize climate change over national security.,7,705,7,705
52633,114,1,1111,RH1141111,7/12/16,2016,7,12,2,411,194,223,0.199,-0.126,0.216,0.303,-57.382,HR4768,Failed,NA,On Agreeing to the Amendment,NA,to H.R. 4768: Amendment sought to exempt from the bill rules issued by the Environmental Protection Agency pertaining to regulation of lead or copper in drinking water.,7,701,7,701
52642,114,1,1120,RH1141120,7/12/16,2016,7,12,2,420,143,282,-0.19,-0.238,0.123,0.111,-160.077,HR5538,Failed,NA,On Agreeing to the Amendment,NA,"to H.R. 5538: Amendment sought to add $13,060,000 to the Hazardous Substance Superfund (equal to President's Budget request) and reduces Payments In Lieu of Taxes by the same amount.",7,704,7,704
52643,114,1,1121,RH1141121,7/12/16,2016,7,12,2,421,190,235,0.173,-0.142,0.481,1.446,-20.889,HR5538,Failed,NA,On Agreeing to the Amendment,NA,"to H.R. 5538: Amendment sought to strike lines 4 through 19 on page 67 related to the rule entitled """"""""""""""""Stream Protection"""""""""""""""" by the Department of the Interior.",7,710,7,701
52646,114,1,1124,RH1141124,7/12/16,2016,7,12,2,424,181,244,0.018,-0.039,0.473,1.416,-17.964,HR5538,Failed,NA,On Agreeing to the Amendment,NA,to H.R. 5538: Amendment sought to strike section 127 from the bill pertaining to the limitation on use of funds for Air Quality Regulations.,7,705,7,705
52647,114,1,1125,RH1141125,7/12/16,2016,7,12,2,425,208,217,0.312,-0.026,-0.491,-0.682,-48.109,HR5538,Failed,NA,On Agreeing to the Amendment,NA,"to H.R. 5538: Amendment sought to reduce the Environmental Protection Agency Science and Technology account by $88,282,000 and to apply the savings to the spending reduction account.",7,798,7,798
52648,114,1,1126,RH1141126,7/12/16,2016,7,12,2,426,175,250,0.346,0.071,-0.274,0.19,-93.375,HR5538,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 1298 (Palmer) to H.R. 5538: Amendment sought to eliminate funding for Diesel Emission Reduction Grants and sends the savings to the spending reduction account.,7,705,7,705
52651,114,1,1129,RH1141129,7/12/16,2016,7,12,2,429,195,231,0.232,-0.201,0.406,0.923,-25.71,HR5538,Failed,NA,On Agreeing to the Amendment,NA,"H.Amdt. 1303 (Cartwright) to H.R. 5538: Amendment sought to strike language that would delay implementation of the EPA Lead Renovation, Repair, and Painting Rule.",7,704,7,704
52652,114,1,1130,RH1141130,7/12/16,2016,7,12,2,430,190,236,0.148,-0.082,0.438,0.285,-14.078,HR5538,Failed,NA,On Agreeing to the Amendment,NA,"H.Amdt. 1304 (Becerra) to H.R. 5538: Amendment sought to strike section 430 related to new financial responsibility requirements pursuant to section 108(b) of the Comprehensive Environmental Response, Compensation, and Liability Act of 1980.",7,700,7,700
52654,114,1,1132,RH1141132,7/12/16,2016,7,12,2,432,185,241,0.096,-0.128,0.382,0.95,-22.014,HR5538,Failed,NA,On Agreeing to the Amendment,NA,H.Amdt. 1307 (Peters) to H.R. 5538: Amendment sought to strike Section 436 to allow federal agencies to use the social cost of carbon in rule makings and guidance documents.,7,705,7,705
52656,114,1,1134,RH1141134,7/13/16,2016,7,13,2,434,187,240,0.146,-0.152,0.367,1.072,-25.711,HR5538,Failed,NA,On Agreeing to the Amendment,NA,"H.Amdt. 1309 (Polis) to H.R. 5538: Amendment sought to strike section 439, regarding methane emissions.",7,705,7,705
52667,114,1,1145,RH1141145,7/13/16,2016,7,13,2,445,237,189,0.11,-0.054,-0.325,-0.523,-20.368,HR5538,Agreed to,NA,On Agreeing to the Amendment,NA,"H.Amdt. 1321 (Byrne) to H.R. 5538: Amendment to prohibit funding from being used to implement, administer, or enforce the Obama administration's National Ocean Policy.",7,710,7,701
52668,114,1,1146,RH1141146,7/13/16,2016,7,13,2,446,231,197,0.166,-0.043,-0.259,-0.662,-49.575,HR5538,Agreed to,NA,On Agreeing to the Amendment,NA,"H.Amdt 1326: Amendment prohibits the Environmental Protection Agency from using any funds to take retaliatory, or EPA described """"""""""""""""backstop"""""""""""""""" actions, against any of the six states in the Chesapeake Bay Watershed in the event that a state does not meet the goals mandated by the EPA's Chesapeake Bay Total Maximum Daily Load.",7,710,7,701
52671,114,1,1149,RH1141149,7/13/16,2016,7,13,2,449,238,190,0.16,-0.138,-0.442,-1.336,-25.732,HR5538,Agreed to,NA,On Agreeing to the Amendment,NA,H.Amdt. 1332 (Lamborn) to H.R. 5538: Amendment prohibits the use of funds to implement or enforce the threatened species or endangered species listing of any plant or wildlife that has not undergone a periodic 5 year review as required by section 4(c)(2),7,709,7,709
