,id,congress,chamber,rollnumber,voteview_id,voteview_id_1,voteview_id_2,date,year,month,day,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc,pap_description,pap_majortopic,pap_subtopic,majortopic,subtopic
255,26880,101,2,343,RS1010343,"'RS1010343',","RS1010343,",3/7/90,1990,3,7,2,31,53,43,0.66,-0.751,0.016,-0.001,-65.648,S1630,Motion to Table Agreed to,To require the use of oxygenated fuels within carbon monoxide non-attainment areas.,On the Motion to Table,"TO TABLE THE LAUTENBERG (D, NJ) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE THE USE OF OXYGENATED FUELS WITHIN CARBON MONOXIDE NON-ATTAINMENT AREAS.","TO TABLE THE LAUTENBERG (D, NJ) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE THE USE OF OXYGENATED FUELS WITHIN CARBON MONOXIDE NON-ATTAINMENT AREAS.",7,705,7,705
256,26882,101,2,345,RS1010345,"'RS1010345',","RS1010345,",3/8/90,1990,3,8,2,33,80,16,0.456,-0.124,0.176,0.38,-26.404,S1630,Amendment Agreed to,Concerning a reduction of ozone depleting chemicals.,On the Amendment,"TO AMEND S 1630, CLEAN AIR REAUTHORIZATION ACT, TO MODIFY FEDERAL PROCUREMENT PRACTICES TO ENSURE THAT CHEMICALS KNOWN TO HARM HUMAN HEALTH OR THE ENVIRONMENT ARE NOT USED AS SUBSTITUTES FOR CHEMICALS THAT DESTROY THE OZONE LAYER.","TO AMEND S 1630, CLEAN AIR REAUTHORIZATION ACT, TO MODIFY FEDERAL PROCUREMENT PRACTICES TO ENSURE THAT CHEMICALS KNOWN TO HARM HUMAN HEALTH OR THE ENVIRONMENT ARE NOT USED AS SUBSTITUTES FOR CHEMICALS THAT DESTROY THE OZONE LAYER.",7,705,7,705
257,26883,101,2,346,RS1010346,"'RS1010346',","RS1010346,",3/8/90,1990,3,8,2,34,65,33,-0.496,0.509,-0.134,-0.296,-50.245,S1630,Motion to Table Agreed to,To require the regulation of mobile sources of air toxics.,On the Motion to Table,"TO TABLE THE LAUTENBERG (D, NJ) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE THE REGULATION OF MOBILE SOURCES OF AIR TOXICS.","TO TABLE THE LAUTENBERG (D, NJ) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE THE REGULATION OF MOBILE SOURCES OF AIR TOXICS.",7,705,7,705
258,26884,101,2,347,RS1010347,"'RS1010347',","RS1010347,",3/20/90,1990,3,20,2,35,52,46,-0.583,0.57,-0.048,-0.173,-64.643,S1630,Motion to Table Agreed to,To require an alternative-fuels program for the areas with the worst ozone non-attainment.,On the Motion to Table,"TO TABLE THE WIRTH (D, CO) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE AN ALTERNATIVE-FUELS PROGRAM FOR THE AREAS WITH THE WORST OZONE NON-ATTAINMENT.","TO TABLE THE WIRTH (D, CO) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE AN ALTERNATIVE-FUELS PROGRAM FOR THE AREAS WITH THE WORST OZONE NON-ATTAINMENT.",7,705,7,705
259,26885,101,2,348,RS1010348,"'RS1010348',","RS1010348,",3/21/90,1990,3,21,2,36,98,0,0,0,0,0,0,S1630,Amendment Agreed to,To require States to adopt a small stationary source technical and environmental compliance assistance program.,On the Amendment,"TO AMEND S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE STATES TO ADOPT A SMALL STATIONARY SOURCE TECHNICAL AND ENVIRONMENTAL COMPLIANCE ASSISTANCE PROGRAM.","TO AMEND S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE STATES TO ADOPT A SMALL STATIONARY SOURCE TECHNICAL AND ENVIRONMENTAL COMPLIANCE ASSISTANCE PROGRAM.",7,705,7,705
260,26886,101,2,349,RS1010349,"'RS1010349',","RS1010349,",3/21/90,1990,3,21,2,37,53,46,-0.1,-0.076,-0.075,-0.26,-56.848,S1630,Motion to Table Agreed to,To require the Environmental Protection Agency to prepare a comprehensive Federal plan when a state has failed to submit an adequate state plan for attainment of an air quality standard by an area.,On the Motion to Table,"TO TABLE THE KERRY (D, MA) AMENDMENT TO S 1630, CLEAN AIR AUTHORIZATION ACT, TO REQUIRE THE ENVIRONMENTAL PROTECTION AGENCY TO PREPARE A COMPREHENSIVE FEDERAL PLAN WHEN A STATE HAS FAILED TO SUBMIT AN ADEQUATE STATE PLAN FOR ATTAINMENT OF AN AIR QUALITY STANDARD BY AN AREA.","TO TABLE THE KERRY (D, MA) AMENDMENT TO S 1630, CLEAN AIR AUTHORIZATION ACT, TO REQUIRE THE ENVIRONMENTAL PROTECTION AGENCY TO PREPARE A COMPREHENSIVE FEDERAL PLAN WHEN A STATE HAS FAILED TO SUBMIT AN ADEQUATE STATE PLAN FOR ATTAINMENT OF AN AIR QUALITY",7,705,7,705
261,26887,101,2,350,RS1010350,"'RS1010350',","RS1010350,",3/21/90,1990,3,21,2,38,92,7,0.587,0.064,0.184,0.202,-17.691,S1630,Amendment Agreed to,Relating to visibility in national parks and wilderness areas.,On the Amendment,"TO AMEND S 1630, CLEAN AIR REAUTHORIZATION ACT, TO PROVIDE FOR RESEARCH RELATING TO VISIBILITY IN NATIONAL PARKS AND WILDERNESS AREAS.","TO AMEND S 1630, CLEAN AIR REAUTHORIZATION ACT, TO PROVIDE FOR RESEARCH RELATING TO VISIBILITY IN NATIONAL PARKS AND WILDERNESS AREAS.",7,798,7,798
262,26890,101,2,353,RS1010353,"'RS1010353',","RS1010353,",3/22/90,1990,3,22,2,41,91,5,0.704,-0.71,0.226,0.091,-14.424,S1630,Motion to Table Agreed to,To waive provisions of Title III requiring catalytic emission reductions if they cannot be attained through other means that do not increase the United States' dependence on the Republic of South Africa for strategic minerals.,On the Motion to Table,"TO TABLE THE SYMMS (R, ID) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE THE ENVIRONMENTAL PROTECTION AGENCY TO CONSIDER ALTERNATIVE TAILPIPE STANDARDS IF PROJECTIONS SHOW THAT STANDARDS IN THE BILL WOULD RESULT IN AN INCREASE IN U.S. DEPENDENCE ON PLATINUM-GROUP METALS FROM SOUTH AFRICA BY MORE THAN 150 PERCENT AT 1990 LEVELS.","TO TABLE THE SYMMS (R, ID) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE THE ENVIRONMENTAL PROTECTION AGENCY TO CONSIDER ALTERNATIVE TAILPIPE STANDARDS IF PROJECTIONS SHOW THAT STANDARDS IN THE BILL WOULD RESULT IN AN INCREASE IN U.S. D",7,705,7,705
263,26892,101,2,355,RS1010355,"'RS1010355',","RS1010355,",3/27/90,1990,3,27,2,43,47,50,-0.207,0.352,0.205,0.435,-34.136,S1630,Motion to Table Failed,To insert a new title V and VI.,On the Motion to Table,"TO TABLE THE NICKLES (R, OK) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO ESTABLISH OPERATING PERMITS TO FACILITATE ENFORCEMENT AND TO PROVIDE A PROCESS FOR IMPLEMENTING NEW CONTROL REQUIREMENTS.","TO TABLE THE NICKLES (R, OK) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO ESTABLISH OPERATING PERMITS TO FACILITATE ENFORCEMENT AND TO PROVIDE A PROCESS FOR IMPLEMENTING NEW CONTROL REQUIREMENTS.",7,705,7,705
264,26893,101,2,356,RS1010356,"'RS1010356',","RS1010356,",3/27/90,1990,3,27,2,44,47,50,-0.167,0.406,-0.177,-0.285,-38.922,S1630,Amendment Rejected,To insert a new title V and VI.,On the Amendment,"TO AMEND S 1630, CLEAN AIR REAUTHORIZATION ACT, TO ESTABLISH OPERATING PERMITS TO FACILITATE ENFORCEMENT AND TO PROVIDE A PROCESS FOR IMPLEMENTING NEW CONTROL REQUIREMENTS.","TO AMEND S 1630, CLEAN AIR REAUTHORIZATION ACT, TO ESTABLISH OPERATING PERMITS TO FACILITATE ENFORCEMENT AND TO PROVIDE A PROCESS FOR IMPLEMENTING NEW CONTROL REQUIREMENTS.",7,705,7,705
265,26894,101,2,357,RS1010357,"'RS1010357',","RS1010357,",3/28/90,1990,3,28,2,45,71,26,0.149,0.604,0.067,0.176,-50.17,S1630,Motion to Table Agreed to,To provide a tax credit for equipment necessary to meet acid rain reduction standards.,On the Motion to Table,"TO TABLE THE SPECTER (R, PA) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO PROVIDE A TAX CREDIT TO ALL PUBLIC UTILITIES INSTALLING EQUIPMENT NECESSARY TO MEET ACID RAIN REDUCTION STANDARDS.","TO TABLE THE SPECTER (R, PA) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO PROVIDE A TAX CREDIT TO ALL PUBLIC UTILITIES INSTALLING EQUIPMENT NECESSARY TO MEET ACID RAIN REDUCTION STANDARDS.",7,705,7,705
266,26898,101,2,361,RS1010361,"'RS1010361',","RS1010361,",4/3/90,1990,4,3,2,49,64,33,0.312,-0.233,0.101,0.269,-47.803,S1630,Motion to Table Agreed to,Applicability of new source requirements to certain upgrades of existing facilities under titles I and IV.,On the Motion to Table,"TO TABLE THE MCCLURE (R, ID) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO MAKE APPLICABLE NEW SOURCE REQUIREMENTS TO CERTAIN UPGRADES OF EXISTING FACILITIES UNDER TITLES I AND IV.","TO TABLE THE MCCLURE (R, ID) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO MAKE APPLICABLE NEW SOURCE REQUIREMENTS TO CERTAIN UPGRADES OF EXISTING FACILITIES UNDER TITLES I AND IV.",7,705,7,705
267,26900,101,2,363,RS1010363,"'RS1010363',","RS1010363,",4/3/90,1990,4,3,2,51,65,31,0.291,-0.441,0.148,0.187,-39.356,S1630,Motion to Table Agreed to,"To redefine the terms """"""""""""""""repowering"""""""""""""""" and """"""""""""""""qualifying phase I technology"""""""""""""""".",On the Motion to Table,"TO TABLE THE MURKOWSKI (R, AK) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO MAKE CHANGES TO THE DEFINITION OF """"""""""""""""QUALIFYING PHASE 1 TECHNOLOGY"""""""""""""""", AND MODIFY THE DEFINITION OF """"""""""""""""REPOWERING"""""""""""""""".",.,7,705,7,705
268,26901,101,2,364,RS1010364,"'RS1010364',","RS1010364,",4/3/90,1990,4,3,2,52,82,15,0.462,-0.268,0.217,0.25,-20.52,S1630,Motion to Table Agreed to,"To allow communities to decide whether or not plants exceeding the emission limitations imposed by subsection 112 (f) of the Clean Air Act do, in fact, impose upon the community an """"""""""""""""unacceptable"""""""""""""""" risk.",On the Motion to Table,"TO TABLE THE SYMMS (R, ID) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE A COMMUNITY REFERENDUM BEFORE ANY PLANT COULD BE REQUIRED TO CLOSE BECAUSE OF PERMITS, FEES OR FINES IN CONNECTION WITH HEALTH-RISK STANDARDS FOR EMISSION FROM MAJOR SOURCES OF AIR TOXICS.","TO TABLE THE SYMMS (R, ID) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO REQUIRE A COMMUNITY REFERENDUM BEFORE ANY PLANT COULD BE REQUIRED TO CLOSE BECAUSE OF PERMITS, FEES OR FINES IN CONNECTION WITH HEALTH-RISK STANDARDS FOR EMISSION FROM MAJ",7,705,7,705
269,26902,101,2,365,RS1010365,"'RS1010365',","RS1010365,",4/3/90,1990,4,3,2,53,49,51,-0.048,-0.035,-0.213,-0.32,-32.353,S1630,Amendment Rejected,To establish operating permits to facilitate enforcement and to provide a process for implementing new control requirements.,On the Amendment,"TO AMEND S 1630, CLEAN AIR REAUTHORIZATION ACT, TO ESTABLISH OPERATING PERMITS TO FACILITATE ENFORCEMENT AND TO PROVIDE A PROCESS FOR IMPLEMENTING NEW CONTROL REQUIREMENTS.","TO AMEND S 1630, CLEAN AIR REAUTHORIZATION ACT, TO ESTABLISH OPERATING PERMITS TO FACILITATE ENFORCEMENT AND TO PROVIDE A PROCESS FOR IMPLEMENTING NEW CONTROL REQUIREMENTS.",7,705,7,705
270,26903,101,2,366,RS1010366,"'RS1010366',","RS1010366,",4/3/90,1990,4,3,2,54,33,67,-0.288,0.219,0.184,0.185,-40.588,S1630,Motion to Table Failed,To provide that nothing would prohibit States or localities from implementing more stringent standards for radio-nuclides.,On the Motion to Table,"TO TABLE THE SIMPSON (R, WY) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO PROVIDE THAT NOTHING WOULD PROHIBIT STATES OR LOCALITIES FROM IMPLEMENTING MORE STRINGENT STANDARDS FOR RADIO- NUCLIDES.","TO TABLE THE SIMPSON (R, WY) AMENDMENT TO S 1630, CLEAN AIR REAUTHORIZATION ACT, TO PROVIDE THAT NOTHING WOULD PROHIBIT STATES OR LOCALITIES FROM IMPLEMENTING MORE STRINGENT STANDARDS FOR RADIO- NUCLIDES.",7,705,7,705
271,26904,101,2,367,RS1010367,"'RS1010367',","RS1010367,",4/3/90,1990,4,3,2,55,89,11,0.738,-0.675,0.191,0.227,-26.688,S1630,Bill Passed,"A bill to amend the Clean Air Act to provide for attainment and maintenance of health protective national ambient air quality standards, and for other purposes.",On Passage of the Bill,"TO PASS S 1630, CLEAN AIR REAUTHORIZATION ACT, TO AMEND THE CLEAN AIR ACT TO PROVIDE FOR ATTAINMENT AND MAINTENANCE OF HEALTH AMBIENT AIR QUALITY STANDARDS.","TO PASS S 1630, CLEAN AIR REAUTHORIZATION ACT, TO AMEND THE CLEAN AIR ACT TO PROVIDE FOR ATTAINMENT AND MAINTENANCE OF HEALTH AMBIENT AIR QUALITY STANDARDS.",7,705,7,705
272,26922,101,2,379,RS1010379,"'RS1010379',","RS1010379,",4/27/90,1990,4,27,2,67,96,0,0,0,0,0,0,HR4404,Amendment Agreed to,"A bill making dire emergency supplemental appropriations for disaster assistance, food stamps, unemployment compensation administration, and other urgent needs, and transfers, and reducing funds budgeted for military spending for the fiscal year September 30, 1990, and for otther purposes.",On the Amendment,"TO AMEND HR 4404, FISCAL 1990 SUPPLEMENTAL APPROPRIATIONS, TO INCLUDE THE PRESERVATION OF TROPICAL RAIN FORESTS AND OTHER ENVIRONMENTAL ACTIVITIES IN NICARAGUA.","TO AMEND HR 4404, FISCAL 1990 SUPPLEMENTAL APPROPRIATIONS, TO INCLUDE THE PRESERVATION OF TROPICAL RAIN FORESTS AND OTHER ENVIRONMENTAL ACTIVITIES IN NICARAGUA.",7,709,7,709
273,27172,101,2,518,RS1010518,"'RS1010518',","RS1010518,",8/2/90,1990,8,2,2,206,99,0,0,0,0,0,0,HR1465,Conference Report Agreed to,"A bill to establish limitations on liability for damages resulting from oil pollution, to establish a fund for the payment of compensation for such damages, and for other purpose.",On the Conference Report,"TO ADOPT THE CONFERENCE REPORT ON HR 1465, OIL POLLUTION LIABILITY AND COMPENSATION ACT, TO ESTABLISH LIMITATIONS ON LIABILITY FOR DAMAGES RESULTING FROM OIL POLLUTION, AND TO ESTABLISH A FUND FOR THE PAYMENT OF COMPENSATION FOR SUCH DAMAGES.","TO ADOPT THE CONFERENCE REPORT ON HR 1465, OIL POLLUTION LIABILITY AND COMPENSATION ACT, TO ESTABLISH LIMITATIONS ON LIABILITY FOR DAMAGES RESULTING FROM OIL POLLUTION, AND TO ESTABLISH A FUND FOR THE PAYMENT OF COMPENSATION FOR SUCH DAMAGES.",7,710,7,701
274,27221,101,2,547,RS1010547,"'RS1010547',","RS1010547,",9/14/90,1990,9,14,2,235,68,28,0.363,-0.319,0.165,0.485,-33.525,S1224,Cloture Motion Agreed to,"A bill to amend the Motor Vehicle Information and Cost Savings Act to require new standards for corporate average fuel economy, and for other purposes.",On the Cloture Motion,"TO INVOKE CLOTURE ON THE MOTION TO PROCEED TO S 1224, MOTOR VEHICLE FUEL EFFICIENCY ACT, TO REQUIRE NEW STANDARDS FOR CORPORATE AVERAGE FUEL ECONOMY. (MOTION PASSED; THREE-FIFTHS MAJORITY OF SENATE VOTING IN FAVOR.)","TO INVOKE CLOTURE ON THE MOTION TO PROCEED TO S 1224, MOTOR VEHICLE FUEL EFFICIENCY ACT, TO REQUIRE NEW STANDARDS FOR CORPORATE AVERAGE FUEL ECONOMY. (MOTION PASSED; THREE-FIFTHS MAJORITY OF SENATE VOTING IN FAVOR.)",7,705,7,705
275,27235,101,2,560,RS1010560,"'RS1010560',","RS1010560,",9/25/90,1990,9,25,2,248,57,42,0.34,-0.692,0.215,0.565,-34.408,S1224,Cloture Motion Rejected,"A bill to amend the Motor Vehicle Information and Cost Savings Act to require new standards for corporate average fuel economy, and for other purposes.",On the Cloture Motion,"TO INVOKE CLOTURE ON S 1224, MOTOR VEHICLE FUEL EFFICIENCY ACT OF 1990, TO AMEND THE MOTOR VEHICLE INFORMATION AND COST SAVINGS ACT TO REQUIRE NEW STANDARDS FOR CORPORATE AVERAGE FUEL ECONOMY. (MOTION FAILED; THREE-FIFTHS MAJORITY OF SENATE NOT VOTING IN FAVOR.)","TO INVOKE CLOTURE ON S 1224, MOTOR VEHICLE FUEL EFFICIENCY ACT OF 1990, TO AMEND THE MOTOR VEHICLE INFORMATION AND COST SAVINGS ACT TO REQUIRE NEW STANDARDS FOR CORPORATE AVERAGE FUEL ECONOMY. (MOTION FAILED; THREE-FIFTHS MAJORITY OF SENATE NOT VOTING I",7,705,7,705
276,27263,101,2,576,RS1010576,"'RS1010576',","RS1010576,",10/11/90,1990,10,11,2,264,98,0,0,0,0,0,0,HR2061,Bill Passed,A bill to authorize appropriations to carry out the Magnuson Fishery Conservation and Management Act through fiscal year 1992.,On Passage of the Bill,"TO PASS HR 2061, FISHERY CONSERVATION AMENDMENTS OF 1990, TO AUTHORIZE APPROPRIATIONS TO CARRY OUT THE MAGNUSON FISHERY CONSERVATION AND MANAGEMENT ACT FOR FISCAL YEARS 1990, 1991, AND 1992.","TO PASS HR 2061, FISHERY CONSERVATION AMENDMENTS OF 1990, TO AUTHORIZE APPROPRIATIONS TO CARRY OUT THE MAGNUSON FISHERY CONSERVATION AND MANAGEMENT ACT FOR FISCAL YEARS 1990, 1991, AND 1992.",7,709,7,709
277,27329,101,2,615,RS1010615,"'RS1010615',","RS1010615,",10/23/90,1990,10,23,2,303,62,34,0.027,0.318,0.157,0.22,-37.872,HR5769,Motion to Table Agreed to,To provide for agency consultation to consider the Northern Spotted Owl.,On the Motion to Table,"TO TABLE THE PACKWOOD (R, OR) AMENDMENT TO HR 5769, DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS ACT, FISCAL YEAR 1991, TO PROVIDE FOR AGENCY CONSULTATION TO CONSIDER THE NORTHERN SPOTTED OWL.","TO TABLE THE PACKWOOD (R, OR) AMENDMENT TO HR 5769, DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS ACT, FISCAL YEAR 1991, TO PROVIDE FOR AGENCY CONSULTATION TO CONSIDER THE NORTHERN SPOTTED OWL.",7,709,7,709
278,27367,101,2,636,RS1010636,"'RS1010636',","RS1010636,",10/27/90,1990,10,27,2,324,89,10,0.787,-0.556,0.185,0.257,-26.417,S1630,Conference Report Agreed to,"A bill to amend the Clean Air Act to provide for attainment and maintenance of health protective national ambient air quality standards, and for other purposes.",On the Conference Report,"TO ADOPT THE CONFERENCE REPORT ON S 1630, CLEAN AIR ACT AMENDMENTS, TO AMEND THE CLEAN AIR ACT TO PROVIDE FOR ATTAINMENT AND MAINTENANCE OF HEALTH PROTECTIVE NATIONAL AMBIENT AIR QUALITY STANDARDS.","TO ADOPT THE CONFERENCE REPORT ON S 1630, CLEAN AIR ACT AMENDMENTS, TO AMEND THE CLEAN AIR ACT TO PROVIDE FOR ATTAINMENT AND MAINTENANCE OF HEALTH PROTECTIVE NATIONAL AMBIENT AIR QUALITY STANDARDS.",7,705,7,705
279,27731,102,2,119,RS1020119,"'RS1020119',","RS1020119,",7/9/91,1991,7,9,1,119,54,43,-0.238,0.367,-0.172,-0.262,-39.976,HR2427,Motion to Table Agreed to,"To transfer funds for Atomic Energy Defense Activities from Research, Development and Testing, and Production and Surveillance, to Environmental Restoration and Waste Management.",On the Motion to Table,"H.R.2427 BY BEVILL (D-AL) -- ENERGY AND WATER DEVELOPMENT APPROPRIATIONS ACT, 1992 (PUB. L. 102-104, APPROVED 8/17/91) (SENATE TABLED THE GLENN AMENDMENT NO. 572, TO PROVIDE ADDITIONAL FUNDS FOR THE DEPARTMENT OF ENERGY'S OFFICE OF ENVIRONMENTAL RESTORATION AND WASTE MANAGEMENT.)","ENERGY AND WATER DEVELOPMENT APPROPRIATIONS ACT, 1992 (PUB. L. 102-104, APPROVED 8/17/91 (SENATE TABLED THE GLENN AMENDMENT NO. 572, TO PROVIDE ADDITIONAL FUNDS FOR THE DEPARTMENT OF ENERGY'S OFFICE OF ENVIRONMENTAL RESTORATION AND WASTE MANAGEMENT.",7,700,7,700
280,27958,102,2,226,RS1020226,"'RS1020226',","RS1020226,",10/17/91,1991,10,17,1,226,85,14,0.218,0.951,0.215,0.257,-22.805,S596,Cloture Motion Agreed to,A bill to provide that Federal facilities meet Federal and State environmental laws and requirements and to clarify that such facilities must comply with such environmental laws and requirements.,On the Cloture Motion,"S.596 BY MITCHELL, GEORGE (D-ME) -- FEDERAL FACILITY COMPLIANCE ACT OF 1991 METROPOLITAN WASHINGTON WASTE MANAGEMENT STUDY ACT (THREE-FIFTHS OF THOSE SENATORS DULY CHOSEN AND SWORN HAVING VOTED IN THE AFFIRMATIVE, SENATE AGREED TO A MOTION TO CLOSE FURTHER DEBATE ON THE MOTION TO PROCEED TO CONSIDERATION OF THE BILL.)","FEDERAL FACILITY COMPLIANCE ACT OF 1991 METROPOLITAN WASHINGTON WASTE MANAGEMENT STUDY ACT (THREE-FIFTHS OF THOSE SENATORS DULY CHOSEN AND SWORN HAVING VOTED IN THE AFFIRMATIVE, SENATE AGREED TO A MOTION TO CLOSE FURTHER DEBATE ON THE MOTION TO PROCEED",7,704,7,704
281,27968,102,2,230,RS1020230,"'RS1020230',","RS1020230,",10/24/91,1991,10,24,1,230,94,3,0.624,0.683,0.346,0.071,-6.901,HR2194,Bill Passed,A bill to amend the Solid Waste Disposal Act to clarify provisions concerning the application of certain requirements and sanctions to Federal facilities.,On Passage of the Bill,"H.R.2194 BY ECKART (D-OH) -- FEDERAL FACILITY COMPLIANCE ACT OF 1992 METROPOLITAN WASHINGTON WASTE MANAGEMENT STUDY ACT (PUB. L. 102-386, APPROVED 10/06/92) (SENATE PASSED H.R. 2194, TO AMEND THE SOLID WASTE DISPOSAL ACT TO CLARIFY PROVISIONS CONCERNING THE APPLICATION OF CERTAIN REQUIREMENTS AND SANCTIONS TO FEDERAL FACILITIES.)","FEDERAL FACILITY COMPLIANCE ACT OF 1992 METROPOLITAN WASHINGTON WASTE MANAGEMENT STUDY ACT (PUB. L. 102-386, APPROVED 10/06/92 (SENATE PASSED H.R. 2194, TO AMEND THE SOLID WASTE DISPOSAL ACT TO CLARIFY PROVISIONS CONCERNING THE APPLICATION OF CERTAIN RE",7,704,7,704
282,27996,102,2,245,RS1020245,"'RS1020245',","RS1020245,",11/6/91,1991,11,6,1,245,88,7,0.217,0.672,0.502,1.191,-7.229,S455,Bill Passed,A bill to authorize a national program to reduce the threat to human health posed by exposure to contaminants in the air indoors.,On Passage of the Bill,"S.455 BY MITCHELL, GEORGE (D-ME) -- INDOOR AIR QUALITY ACT OF 1991 (SENATE PASSED S. 455, TO AUTHORIZE A NATIONAL PROGRAM TO REDUCE THE THREAT TO HUMAN HEALTH POSED BY EXPOSURE TO CONTAMINANTS IN THE AIR INDOORS.)","INDOOR AIR QUALITY ACT OF 1991 (SENATE PASSED S. 455, TO AUTHORIZE A NATIONAL PROGRAM TO REDUCE THE THREAT TO HUMAN HEALTH POSED BY EXPOSURE TO CONTAMINANTS IN THE AIR INDOORS.",7,708,7,708
283,28386,102,2,57,RS1020057,"'RS1020057',","RS1020057,",5/14/91,1991,5,14,1,57,97,0,0,0,0,0,0,TREATYDOC1017,Resolution of Ratification Agreed to,"Annex III (Regulations for the Prevention of Pollution by Harmful Substances Carried by Sea in Packaged Forms or in Freight Containers, Portable Tanks or Road and Rail Tank Wagons), an optional Annex to the 1973 International Convention for the Prevention of Pollution from Ships, as modified and incorporated by the 1978 Protocol relating thereto (MARPOL 73/79)",On the Resolution of Ratification,"(BY A TWO-THIRDS MAJORITY, THE SENATE RATIFIED THE ANNEX III TO THE 1973 CONVENTION FOR THE PREVENTION OF POLLUTION FROM SHIPS (TREATY DOC. 101-7).)","(BY A TWO-THIRDS MAJORITY, THE SENATE RATIFIED THE ANNEX III TO THE 1973 CONVENTION FOR THE PREVENTION OF POLLUTION FROM SHIPS (TREATY DOC. 101-7.)",7,710,7,701
284,28415,102,2,299,RS1020299,"'RS1020299',","RS1020299,",2/6/92,1992,2,6,2,19,96,0,0,0,0,0,0,S2166,Amendment Agreed to,To urge the President of the United States to take the appropriate actions to combat Stratospheric Ozone Depletion.,On the Amendment,"(SENATE AGREED TO THE GORE/CHAFEE AMENDMENT NO. 1570, TO URGE THE PRESIDENT TO TAKE THE APPROPRIATE ACTIONS TO COMBAT STRATOSPHERIC OZONE DEPLETION.)","(SENATE AGREED TO THE GORE/CHAFEE AMENDMENT NO. 1570, TO URGE THE PRESIDENT TO TAKE THE APPROPRIATE ACTIONS TO COMBAT STRATOSPHERIC OZONE DEPLETION.",7,705,7,705
285,28433,102,2,317,RS1020317,"'RS1020317',","RS1020317,",3/10/92,1992,3,10,2,37,82,6,0.201,0.884,0.502,0.991,-7.196,S792,Bill Passed,A bill to reauthorize the Indoor Radon Abatement Act of 1988 and for other purposes.,On Passage of the Bill,"S.792 BY LAUTENBERG (D-NJ) -- INDOOR RADON ABATEMENT REAUTHORIZATION ACT OF 1992 (SENATE PASSED S. 792, TO REAUTHORIZE THE INDOOR RADON ABATEMENT ACT OF 1988.)","INDOOR RADON ABATEMENT REAUTHORIZATION ACT OF 1992 (SENATE PASSED S. 792, TO REAUTHORIZE THE INDOOR RADON ABATEMENT ACT OF 1988.",7,708,7,708
286,28463,102,2,347,RS1020347,"'RS1020347',","RS1020347,",4/7/92,1992,4,7,2,67,87,11,0.396,0.548,0.245,0.158,-17.609,HCONRES292,Concurrent Resolution Agreed to,A concurrent resolution expressing the sense of the Congress with respect to United States participation in the United Nations Conference on Environment and Development (UNCED).,On the Concurrent Resolution,"H.C.R.292 BY FASCELL (D-FL) -- RESOLUTION CONCERNING THE U.N. CONFERENCE ON ENVIRONMENT AND DEVELOPMENT (SENATE AGREED TO H.CON.RES. 292, EXPRESSING THE SENSE OF THE CONGRESS WITH RESPECT TO U.S. PARTICIPATION IN THE UNITED NATIONS CONFERENCE ON ENVIRONMENT AND DEVELOPMENT.)","RESOLUTION CONCERNING THE U.N. CONFERENCE ON ENVIRONMENT AND DEVELOPMENT (SENATE AGREED TO H.CON.RES. 292, EXPRESSING THE SENSE OF THE CONGRESS WITH RESPECT TO U.S. PARTICIPATION IN THE UNITED NATIONS CONFERENCE ON ENVIRONMENT AND DEVELOPMENT.",7,700,7,700
