group,congress,chamber,icpsr,bioname,party_code,state_abbrev,district_code,coord1D,correctYea,wrongYea,correctNay,wrongNay,GMP,CC,se1D
7,109,House,29585,"JACKSON, Jesse L., Jr.",D,IL,2,-0.766448796,40,1,29,1,0.891248584,0.971830986,0
7,106,House,15036,"LIPINSKI, William Oliver",D,IL,3,0.262200534,21,3,19,2,0.812508225,0.888888889,0
7,107,House,15036,"LIPINSKI, William Oliver",D,IL,3,0.262200534,21,3,19,2,0.812508225,0.888888889,0
7,108,House,15036,"LIPINSKI, William Oliver",D,IL,3,0.262200534,21,3,19,2,0.812508225,0.888888889,0
7,106,House,29348,"GUTIÉRREZ, Luis V.",D,IL,4,0.060111541,36,1,24,2,0.870166063,0.952380952,0
7,107,House,29348,"GUTIÉRREZ, Luis V.",D,IL,4,0.060111541,36,1,24,2,0.870166063,0.952380952,0
7,108,House,29348,"GUTIÉRREZ, Luis V.",D,IL,4,0.060111541,36,1,24,2,0.870166063,0.952380952,0
7,109,House,29348,"GUTIÉRREZ, Luis V.",D,IL,4,0.060111541,36,1,24,2,0.870166063,0.952380952,0
7,106,House,29716,"BLAGOJEVICH, Rod R.",D,IL,5,0.139514193,22,1,20,0,0.884780049,0.976744186,0
7,107,House,29716,"BLAGOJEVICH, Rod R.",D,IL,5,0.139514193,22,1,20,0,0.884780049,0.976744186,0
7,106,House,14239,"HYDE, Henry John",R,IL,6,0.680622518,31,3,29,3,0.830149353,0.909090909,0
7,107,House,14239,"HYDE, Henry John",R,IL,6,0.680622518,31,3,29,3,0.830149353,0.909090909,0
7,108,House,14239,"HYDE, Henry John",R,IL,6,0.680622518,31,3,29,3,0.830149353,0.909090909,0
7,109,House,14239,"HYDE, Henry John",R,IL,6,0.680622518,31,3,29,3,0.830149353,0.909090909,0
7,106,House,29717,"DAVIS, Danny K.",D,IL,7,0.040522501,38,1,25,3,0.902825952,0.940298507,0
7,107,House,29717,"DAVIS, Danny K.",D,IL,7,0.040522501,38,1,25,3,0.902825952,0.940298507,0
7,108,House,29717,"DAVIS, Danny K.",D,IL,7,0.040522501,38,1,25,3,0.902825952,0.940298507,0
7,109,House,29717,"DAVIS, Danny K.",D,IL,7,0.040522501,38,1,25,3,0.902825952,0.940298507,0
7,106,House,12041,"CRANE, Philip Miller",R,IL,8,0.623286009,18,4,22,3,0.729502141,0.85106383,0
7,107,House,12041,"CRANE, Philip Miller",R,IL,8,0.623286009,18,4,22,3,0.729502141,0.85106383,0
7,108,House,12041,"CRANE, Philip Miller",R,IL,8,0.623286009,18,4,22,3,0.729502141,0.85106383,0
7,106,House,29911,"SCHAKOWSKY, Janice D.",D,IL,9,-0.227708191,38,1,26,0,0.958071232,0.984615385,0
7,107,House,29911,"SCHAKOWSKY, Janice D.",D,IL,9,-0.227708191,38,1,26,0,0.958071232,0.984615385,0
7,108,House,29911,"SCHAKOWSKY, Janice D.",D,IL,9,-0.227708191,38,1,26,0,0.958071232,0.984615385,0
7,109,House,29911,"SCHAKOWSKY, Janice D.",D,IL,9,-0.227708191,38,1,26,0,0.958071232,0.984615385,0
7,106,House,14677,"PORTER, John Edward",R,IL,10,0.380688339,12,2,13,4,0.739208519,0.806451613,0
7,106,House,29516,"WELLER, Gerald C. (Jerry)",R,IL,11,0.603063941,27,3,31,8,0.731173694,0.84057971,0
7,107,House,29516,"WELLER, Gerald C. (Jerry)",R,IL,11,0.603063941,27,3,31,8,0.731173694,0.84057971,0
7,108,House,29516,"WELLER, Gerald C. (Jerry)",R,IL,11,0.603063941,27,3,31,8,0.731173694,0.84057971,0
7,109,House,29516,"WELLER, Gerald C. (Jerry)",R,IL,11,0.603063941,27,3,31,8,0.731173694,0.84057971,0
7,106,House,15453,"COSTELLO, Jerry Francis",D,IL,12,0.295935929,33,5,28,5,0.699904025,0.85915493,0
7,107,House,15453,"COSTELLO, Jerry Francis",D,IL,12,0.295935929,33,5,28,5,0.699904025,0.85915493,0
7,108,House,15453,"COSTELLO, Jerry Francis",D,IL,12,0.295935929,33,5,28,5,0.699904025,0.85915493,0
7,109,House,15453,"COSTELLO, Jerry Francis",D,IL,12,0.295935929,33,5,28,5,0.699904025,0.85915493,0
7,106,House,29912,"BIGGERT, Judy Borg",R,IL,13,0.559045017,29,3,30,9,0.687473536,0.830985915,0
7,107,House,29912,"BIGGERT, Judy Borg",R,IL,13,0.559045017,29,3,30,9,0.687473536,0.830985915,0
7,108,House,29912,"BIGGERT, Judy Borg",R,IL,13,0.559045017,29,3,30,9,0.687473536,0.830985915,0
7,109,House,29912,"BIGGERT, Judy Borg",R,IL,13,0.559045017,29,3,30,9,0.687473536,0.830985915,0
7,106,House,15417,"HASTERT, John Dennis",R,IL,14,NA,NA,NA,NA,NA,NA,NA,NA
7,107,House,15417,"HASTERT, John Dennis",R,IL,14,NA,NA,NA,NA,NA,NA,NA,NA
7,108,House,15417,"HASTERT, John Dennis",R,IL,14,NA,NA,NA,NA,NA,NA,NA,NA
7,109,House,15417,"HASTERT, John Dennis",R,IL,14,NA,NA,NA,NA,NA,NA,NA,NA
7,106,House,29115,"EWING, Thomas W.",R,IL,15,0.642996252,13,2,13,2,0.771792293,0.866666667,0
7,106,House,29349,"MANZULLO, Donald A.",R,IL,16,0.827623427,37,0,33,0,0.8967098,1,0
7,107,House,29349,"MANZULLO, Donald A.",R,IL,16,0.827623427,37,0,33,0,0.8967098,1,0
7,108,House,29349,"MANZULLO, Donald A.",R,IL,16,0.827623427,37,0,33,0,0.8967098,1,0
7,109,House,29349,"MANZULLO, Donald A.",R,IL,16,0.827623427,37,0,33,0,0.8967098,1,0
7,106,House,15023,"EVANS, Lane Allen",D,IL,17,0.155823812,31,3,27,2,0.816104054,0.920634921,0
7,107,House,15023,"EVANS, Lane Allen",D,IL,17,0.155823812,31,3,27,2,0.816104054,0.920634921,0
7,108,House,15023,"EVANS, Lane Allen",D,IL,17,0.155823812,31,3,27,2,0.816104054,0.920634921,0
7,109,House,15023,"EVANS, Lane Allen",D,IL,17,0.155823812,31,3,27,2,0.816104054,0.920634921,0
7,106,House,29517,"LaHOOD, Ray H.",R,IL,18,0.6798051,30,6,34,1,0.723679304,0.901408451,0
7,107,House,29517,"LaHOOD, Ray H.",R,IL,18,0.6798051,30,6,34,1,0.723679304,0.901408451,0
7,108,House,29517,"LaHOOD, Ray H.",R,IL,18,0.6798051,30,6,34,1,0.723679304,0.901408451,0
7,109,House,29517,"LaHOOD, Ray H.",R,IL,18,0.6798051,30,6,34,1,0.723679304,0.901408451,0
7,106,House,29913,"PHELPS, David Dwain",D,IL,19,0.38613683,17,3,23,3,0.737900376,0.869565217,0
7,107,House,29913,"PHELPS, David Dwain",D,IL,19,0.38613683,17,3,23,3,0.737900376,0.869565217,0
7,106,House,29718,"SHIMKUS, John M.",R,IL,20,0.746885002,34,3,31,3,0.815474927,0.915492958,0
7,107,House,29718,"SHIMKUS, John M.",R,IL,20,0.746885002,34,3,31,3,0.815474927,0.915492958,0
7,108,House,29718,"SHIMKUS, John M.",R,IL,19,0.746885002,34,3,31,3,0.815474927,0.915492958,0
7,109,House,29718,"SHIMKUS, John M.",R,IL,19,0.746885002,34,3,31,3,0.815474927,0.915492958,0
7,106,House,15124,"VISCLOSKY, Peter",D,IN,1,0.289424926,30,7,30,3,0.68710196,0.857142857,0
7,107,House,15124,"VISCLOSKY, Peter",D,IN,1,0.289424926,30,7,30,3,0.68710196,0.857142857,0
7,108,House,15124,"VISCLOSKY, Peter",D,IN,1,0.289424926,30,7,30,3,0.68710196,0.857142857,0
7,109,House,15124,"VISCLOSKY, Peter",D,IN,1,0.289424926,30,7,30,3,0.68710196,0.857142857,0
7,106,House,29518,"McINTOSH, David Martin",R,IN,2,0.624132097,9,2,9,2,0.569582462,0.818181818,0
7,106,House,29117,"ROEMER, Timothy John",D,IN,3,-0.059911679,24,0,21,1,0.888057172,0.97826087,0
7,107,House,29117,"ROEMER, Timothy John",D,IN,3,-0.059911679,24,0,21,1,0.888057172,0.97826087,0
7,106,House,29519,"SOUDER, Mark Edward",R,IN,4,0.610545993,26,6,34,5,0.6754933,0.845070423,0
7,107,House,29519,"SOUDER, Mark Edward",R,IN,4,0.610545993,26,6,34,5,0.6754933,0.845070423,0
7,108,House,29519,"SOUDER, Mark Edward",R,IN,3,0.610545993,26,6,34,5,0.6754933,0.845070423,0
7,109,House,29519,"SOUDER, Mark Edward",R,IN,3,0.610545993,26,6,34,5,0.6754933,0.845070423,0
7,106,House,29350,"BUYER, Stephen Earle",R,IN,5,0.826443493,33,0,30,1,0.895356834,0.984375,0
7,107,House,29350,"BUYER, Stephen Earle",R,IN,5,0.826443493,33,0,30,1,0.895356834,0.984375,0
7,108,House,29350,"BUYER, Stephen Earle",R,IN,4,0.826443493,33,0,30,1,0.895356834,0.984375,0
7,109,House,29350,"BUYER, Stephen Earle",R,IN,4,0.826443493,33,0,30,1,0.895356834,0.984375,0
7,106,House,15014,"BURTON, Danny Lee",R,IN,6,0.8029055,30,0,29,3,0.820820808,0.951612903,0
7,107,House,15014,"BURTON, Danny Lee",R,IN,6,0.8029055,30,0,29,3,0.820820808,0.951612903,0
7,108,House,15014,"BURTON, Danny Lee",R,IN,5,0.8029055,30,0,29,3,0.820820808,0.951612903,0
7,109,House,15014,"BURTON, Danny Lee",R,IN,5,0.8029055,30,0,29,3,0.820820808,0.951612903,0
7,106,House,29719,"PEASE, Edward Allan",R,IN,7,0.552107871,13,3,10,6,0.556638062,0.71875,0
7,106,House,29520,"HOSTETTLER, John Nathan",R,IN,8,0.928676009,26,6,33,6,0.673999786,0.830985915,0
7,107,House,29520,"HOSTETTLER, John Nathan",R,IN,8,0.928676009,26,6,33,6,0.673999786,0.830985915,0
7,108,House,29520,"HOSTETTLER, John Nathan",R,IN,8,0.928676009,26,6,33,6,0.673999786,0.830985915,0
7,109,House,29520,"HOSTETTLER, John Nathan",R,IN,8,0.928676009,26,6,33,6,0.673999786,0.830985915,0
7,106,House,29914,"HILL, Baron P.",D,IN,9,0.307650536,24,4,20,2,0.743213654,0.88,0
7,107,House,29914,"HILL, Baron P.",D,IN,9,0.307650536,24,4,20,2,0.743213654,0.88,0
7,108,House,29914,"HILL, Baron P.",D,IN,9,0.307650536,24,4,20,2,0.743213654,0.88,0
7,106,House,29720,"CARSON, Julia May",D,IN,10,-0.182190761,39,1,27,2,0.907488823,0.956521739,0
7,107,House,29720,"CARSON, Julia May",D,IN,10,-0.182190761,39,1,27,2,0.907488823,0.956521739,0
7,108,House,29720,"CARSON, Julia May",D,IN,7,-0.182190761,39,1,27,2,0.907488823,0.956521739,0
7,109,House,29720,"CARSON, Julia May",D,IN,7,-0.182190761,39,1,27,2,0.907488823,0.956521739,0
7,106,House,14432,"LEACH, James Albert Smith",R,IA,1,0.409609556,29,5,20,11,0.640523255,0.753846154,0
7,107,House,14432,"LEACH, James Albert Smith",R,IA,1,0.409609556,29,5,20,11,0.640523255,0.753846154,0
7,108,House,14432,"LEACH, James Albert Smith",R,IA,2,0.409609556,29,5,20,11,0.640523255,0.753846154,0
7,109,House,14432,"LEACH, James Albert Smith",R,IA,2,0.409609556,29,5,20,11,0.640523255,0.753846154,0
7,106,House,29118,"NUSSLE, James Allen",R,IA,2,0.726118028,31,4,32,2,0.833254397,0.913043478,0
7,107,House,29118,"NUSSLE, James Allen",R,IA,2,0.726118028,31,4,32,2,0.833254397,0.913043478,0
7,108,House,29118,"NUSSLE, James Allen",R,IA,1,0.726118028,31,4,32,2,0.833254397,0.913043478,0
7,109,House,29118,"NUSSLE, James Allen",R,IA,1,0.726118028,31,4,32,2,0.833254397,0.913043478,0
7,106,House,29721,"BOSWELL, Leonard L.",D,IA,3,0.375048518,23,10,25,9,0.569102347,0.71641791,0
7,107,House,29721,"BOSWELL, Leonard L.",D,IA,3,0.375048518,23,10,25,9,0.569102347,0.71641791,0
7,108,House,29721,"BOSWELL, Leonard L.",D,IA,3,0.375048518,23,10,25,9,0.569102347,0.71641791,0
7,109,House,29721,"BOSWELL, Leonard L.",D,IA,3,0.375048518,23,10,25,9,0.569102347,0.71641791,0
7,106,House,29521,"GANSKE, Greg",R,IA,4,0.565341592,19,3,20,4,0.740513325,0.847826087,0
7,107,House,29521,"GANSKE, Greg",R,IA,4,0.565341592,19,3,20,4,0.740513325,0.847826087,0
7,106,House,29522,"LATHAM, Thomas",R,IA,5,0.786693811,35,1,33,2,0.854463339,0.957746479,0
7,107,House,29522,"LATHAM, Thomas",R,IA,5,0.786693811,35,1,33,2,0.854463339,0.957746479,0
7,108,House,29522,"LATHAM, Thomas",R,IA,4,0.786693811,35,1,33,2,0.854463339,0.957746479,0
7,109,House,29522,"LATHAM, Thomas",R,IA,4,0.786693811,35,1,33,2,0.854463339,0.957746479,0
7,106,House,29722,"MORAN, Jerry",R,KS,1,0.776600361,32,4,29,6,0.68960762,0.85915493,0
7,107,House,29722,"MORAN, Jerry",R,KS,1,0.776600361,32,4,29,6,0.68960762,0.85915493,0
7,108,House,29722,"MORAN, Jerry",R,KS,1,0.776600361,32,4,29,6,0.68960762,0.85915493,0
7,109,House,29722,"MORAN, Jerry",R,KS,1,0.776600361,32,4,29,6,0.68960762,0.85915493,0
7,106,House,29723,"RYUN, Jim",R,KS,2,0.84856385,36,1,34,0,0.884506762,0.985915493,0
7,107,House,29723,"RYUN, Jim",R,KS,2,0.84856385,36,1,34,0,0.884506762,0.985915493,0
7,108,House,29723,"RYUN, Jim",R,KS,2,0.84856385,36,1,34,0,0.884506762,0.985915493,0
7,109,House,29723,"RYUN, Jim",R,KS,2,0.84856385,36,1,34,0,0.884506762,0.985915493,0
7,106,House,29915,"MOORE, Dennis",D,KS,3,-0.338418871,38,2,30,1,0.94190079,0.957746479,0
7,107,House,29915,"MOORE, Dennis",D,KS,3,-0.338418871,38,2,30,1,0.94190079,0.957746479,0
7,108,House,29915,"MOORE, Dennis",D,KS,3,-0.338418871,38,2,30,1,0.94190079,0.957746479,0
7,109,House,29915,"MOORE, Dennis",D,KS,3,-0.338418871,38,2,30,1,0.94190079,0.957746479,0
7,106,House,29524,"TIAHRT, Todd",R,KS,4,0.878546417,34,2,34,0,0.876780629,0.971428571,0
7,107,House,29524,"TIAHRT, Todd",R,KS,4,0.878546417,34,2,34,0,0.876780629,0.971428571,0
7,108,House,29524,"TIAHRT, Todd",R,KS,4,0.878546417,34,2,34,0,0.876780629,0.971428571,0
7,109,House,29524,"TIAHRT, Todd",R,KS,4,0.878546417,34,2,34,0,0.876780629,0.971428571,0
7,106,House,29525,"WHITFIELD, Wayne Edward (Ed)",R,KY,1,0.664094269,33,1,34,3,0.831225634,0.943661972,0
7,107,House,29525,"WHITFIELD, Wayne Edward (Ed)",R,KY,1,0.664094269,33,1,34,3,0.831225634,0.943661972,0
7,108,House,29525,"WHITFIELD, Wayne Edward (Ed)",R,KY,1,0.664094269,33,1,34,3,0.831225634,0.943661972,0
7,109,House,29525,"WHITFIELD, Wayne Edward (Ed)",R,KY,1,0.664094269,33,1,34,3,0.831225634,0.943661972,0
7,106,House,29352,"LEWIS, Ron",R,KY,2,0.708328187,31,4,33,2,0.847502112,0.914285714,0
7,107,House,29352,"LEWIS, Ron",R,KY,2,0.708328187,31,4,33,2,0.847502112,0.914285714,0
7,108,House,29352,"LEWIS, Ron",R,KY,2,0.708328187,31,4,33,2,0.847502112,0.914285714,0
7,109,House,29352,"LEWIS, Ron",R,KY,2,0.708328187,31,4,33,2,0.847502112,0.914285714,0
7,106,House,29725,"NORTHUP, Anne Meagher",R,KY,3,0.700251698,33,3,32,3,0.825336993,0.915492958,0
7,107,House,29725,"NORTHUP, Anne Meagher",R,KY,3,0.700251698,33,3,32,3,0.825336993,0.915492958,0
7,108,House,29725,"NORTHUP, Anne Meagher",R,KY,3,0.700251698,33,3,32,3,0.825336993,0.915492958,0
7,109,House,29725,"NORTHUP, Anne Meagher",R,KY,3,0.700251698,33,3,32,3,0.825336993,0.915492958,0
7,106,House,29916,"LUCAS, Ken",D,KY,4,0.469574392,20,8,24,2,0.702489734,0.814814815,0
7,107,House,29916,"LUCAS, Ken",D,KY,4,0.469574392,20,8,24,2,0.702489734,0.814814815,0
7,108,House,29916,"LUCAS, Ken",D,KY,4,0.469574392,20,8,24,2,0.702489734,0.814814815,0
7,106,House,14854,"ROGERS, Harold Dallas (Hal)",R,KY,5,0.693355381,34,2,34,1,0.860464156,0.957746479,0
7,107,House,14854,"ROGERS, Harold Dallas (Hal)",R,KY,5,0.693355381,34,2,34,1,0.860464156,0.957746479,0
7,108,House,14854,"ROGERS, Harold Dallas (Hal)",R,KY,5,0.693355381,34,2,34,1,0.860464156,0.957746479,0
7,109,House,14854,"ROGERS, Harold Dallas (Hal)",R,KY,5,0.693355381,34,2,34,1,0.860464156,0.957746479,0
7,106,House,29917,"FLETCHER, Ernest L.",R,KY,6,0.687944174,25,4,21,1,0.837944865,0.901960784,0
7,107,House,29917,"FLETCHER, Ernest L.",R,KY,6,0.687944174,25,4,21,1,0.837944865,0.901960784,0
7,108,House,29917,"FLETCHER, Ernest L.",R,KY,6,0.687944174,25,4,21,1,0.837944865,0.901960784,0
7,106,House,29918,"VITTER, David",R,LA,1,0.594896257,24,3,27,0,0.824257493,0.944444444,0
7,107,House,29918,"VITTER, David",R,LA,1,0.594896257,24,3,27,0,0.824257493,0.944444444,0
7,108,House,29918,"VITTER, David",R,LA,1,0.594896257,24,3,27,0,0.824257493,0.944444444,0
7,106,House,29120,"JEFFERSON, William Jennings",D,LA,2,0.240634054,32,3,24,3,0.773542523,0.903225806,0
7,107,House,29120,"JEFFERSON, William Jennings",D,LA,2,0.240634054,32,3,24,3,0.773542523,0.903225806,0
7,108,House,29120,"JEFFERSON, William Jennings",D,LA,2,0.240634054,32,3,24,3,0.773542523,0.903225806,0
7,109,House,29120,"JEFFERSON, William Jennings",D,LA,2,0.240634054,32,3,24,3,0.773542523,0.903225806,0
7,106,House,94679,"TAUZIN, Wilbert Joseph (Billy)",R,LA,3,0.581906736,22,1,25,1,0.814953446,0.959183673,0
7,107,House,94679,"TAUZIN, Wilbert Joseph (Billy)",R,LA,3,0.581906736,22,1,25,1,0.814953446,0.959183673,0
7,108,House,94679,"TAUZIN, Wilbert Joseph (Billy)",R,LA,3,0.581906736,22,1,25,1,0.814953446,0.959183673,0
7,106,House,15451,"McCRERY, James O., III",R,LA,4,0.622475624,29,4,32,2,0.803131759,0.910447761,0
7,107,House,15451,"McCRERY, James O., III",R,LA,4,0.622475624,29,4,32,2,0.803131759,0.910447761,0
7,108,House,15451,"McCRERY, James O., III",R,LA,4,0.622475624,29,4,32,2,0.803131759,0.910447761,0
7,109,House,15451,"McCRERY, James O., III",R,LA,4,0.622475624,29,4,32,2,0.803131759,0.910447761,0
7,106,House,29726,"COOKSEY, John",R,LA,5,0.591904998,21,1,23,1,0.817445993,0.956521739,0
7,107,House,29726,"COOKSEY, John",R,LA,5,0.591904998,21,1,23,1,0.817445993,0.956521739,0
7,106,House,15401,"BAKER, Richard Hugh",R,LA,6,0.652796984,29,5,35,2,0.811962306,0.901408451,0
7,107,House,15401,"BAKER, Richard Hugh",R,LA,6,0.652796984,29,5,35,2,0.811962306,0.901408451,0
7,108,House,15401,"BAKER, Richard Hugh",R,LA,6,0.652796984,29,5,35,2,0.811962306,0.901408451,0
7,109,House,15401,"BAKER, Richard Hugh",R,LA,6,0.652796984,29,5,35,2,0.811962306,0.901408451,0
7,106,House,29727,"JOHN, Christopher",D,LA,7,0.451059341,21,4,26,2,0.720801711,0.886792453,0
7,107,House,29727,"JOHN, Christopher",D,LA,7,0.451059341,21,4,26,2,0.720801711,0.886792453,0
7,108,House,29727,"JOHN, Christopher",D,LA,7,0.451059341,21,4,26,2,0.720801711,0.886792453,0
7,106,House,29728,"ALLEN, Thomas H.",D,ME,1,0.033851933,36,2,26,5,0.856923938,0.898550725,0
7,107,House,29728,"ALLEN, Thomas H.",D,ME,1,0.033851933,36,2,26,5,0.856923938,0.898550725,0
7,108,House,29728,"ALLEN, Thomas H.",D,ME,1,0.033851933,36,2,26,5,0.856923938,0.898550725,0
7,109,House,29728,"ALLEN, Thomas H.",D,ME,1,0.033851933,36,2,26,5,0.856923938,0.898550725,0
7,106,House,29528,"BALDACCI, John Elias",D,ME,2,0.26553911,21,5,18,2,0.72747159,0.847826087,0
7,107,House,29528,"BALDACCI, John Elias",D,ME,2,0.26553911,21,5,18,2,0.72747159,0.847826087,0
7,106,House,29122,"GILCHREST, Wayne Thomas",R,MD,1,0.478518426,26,12,27,6,0.613908529,0.746478873,0
7,107,House,29122,"GILCHREST, Wayne Thomas",R,MD,1,0.478518426,26,12,27,6,0.613908529,0.746478873,0
7,108,House,29122,"GILCHREST, Wayne Thomas",R,MD,1,0.478518426,26,12,27,6,0.613908529,0.746478873,0
7,109,House,29122,"GILCHREST, Wayne Thomas",R,MD,1,0.478518426,26,12,27,6,0.613908529,0.746478873,0
7,106,House,29529,"EHRLICH, Robert L., Jr.",R,MD,2,0.598585546,18,2,17,5,0.730780303,0.833333333,0
7,107,House,29529,"EHRLICH, Robert L., Jr.",R,MD,2,0.598585546,18,2,17,5,0.730780303,0.833333333,0
7,106,House,15408,"CARDIN, Benjamin Louis",D,MD,3,0.085698031,39,2,28,2,0.867334366,0.943661972,0
7,107,House,15408,"CARDIN, Benjamin Louis",D,MD,3,0.085698031,39,2,28,2,0.867334366,0.943661972,0
7,108,House,15408,"CARDIN, Benjamin Louis",D,MD,3,0.085698031,39,2,28,2,0.867334366,0.943661972,0
7,109,House,15408,"CARDIN, Benjamin Louis",D,MD,3,0.085698031,39,2,28,2,0.867334366,0.943661972,0
7,106,House,29355,"WYNN, Albert Russell",D,MD,4,0.269450396,34,2,25,5,0.751337528,0.893939394,0
7,107,House,29355,"WYNN, Albert Russell",D,MD,4,0.269450396,34,2,25,5,0.751337528,0.893939394,0
7,108,House,29355,"WYNN, Albert Russell",D,MD,4,0.269450396,34,2,25,5,0.751337528,0.893939394,0
7,109,House,29355,"WYNN, Albert Russell",D,MD,4,0.269450396,34,2,25,5,0.751337528,0.893939394,0
7,106,House,14873,"HOYER, Steny Hamilton",D,MD,5,0.20923239,33,4,29,2,0.714615703,0.911764706,0
7,107,House,14873,"HOYER, Steny Hamilton",D,MD,5,0.20923239,33,4,29,2,0.714615703,0.911764706,0
7,108,House,14873,"HOYER, Steny Hamilton",D,MD,5,0.20923239,33,4,29,2,0.714615703,0.911764706,0
7,109,House,14873,"HOYER, Steny Hamilton",D,MD,5,0.20923239,33,4,29,2,0.714615703,0.911764706,0
7,106,House,29356,"BARTLETT, Roscoe Gardner",R,MD,6,0.738372862,34,3,27,7,0.638190567,0.85915493,0
7,107,House,29356,"BARTLETT, Roscoe Gardner",R,MD,6,0.738372862,34,3,27,7,0.638190567,0.85915493,0
7,108,House,29356,"BARTLETT, Roscoe Gardner",R,MD,6,0.738372862,34,3,27,7,0.638190567,0.85915493,0
7,109,House,29356,"BARTLETT, Roscoe Gardner",R,MD,6,0.738372862,34,3,27,7,0.638190567,0.85915493,0
7,106,House,29587,"CUMMINGS, Elijah Eugene",D,MD,7,0.10400369,40,0,28,1,0.880980968,0.985507246,0
7,107,House,29587,"CUMMINGS, Elijah Eugene",D,MD,7,0.10400369,40,0,28,1,0.880980968,0.985507246,0
7,108,House,29587,"CUMMINGS, Elijah Eugene",D,MD,7,0.10400369,40,0,28,1,0.880980968,0.985507246,0
7,109,House,29587,"CUMMINGS, Elijah Eugene",D,MD,7,0.10400369,40,0,28,1,0.880980968,0.985507246,0
7,106,House,15434,"MORELLA, Constance A.",R,MD,8,0.328848004,23,2,15,6,0.701653123,0.826086957,0
7,107,House,15434,"MORELLA, Constance A.",R,MD,8,0.328848004,23,2,15,6,0.701653123,0.826086957,0
7,106,House,29123,"OLVER, John Walter",D,MA,1,0.086512662,39,1,27,3,0.838676691,0.942857143,0
7,107,House,29123,"OLVER, John Walter",D,MA,1,0.086512662,39,1,27,3,0.838676691,0.942857143,0
7,108,House,29123,"OLVER, John Walter",D,MA,1,0.086512662,39,1,27,3,0.838676691,0.942857143,0
7,109,House,29123,"OLVER, John Walter",D,MA,1,0.086512662,39,1,27,3,0.838676691,0.942857143,0
7,106,House,15616,"NEAL, Richard Edmund",D,MA,2,0.011761448,39,0,25,5,0.882657766,0.927536232,0
7,107,House,15616,"NEAL, Richard Edmund",D,MA,2,0.011761448,39,0,25,5,0.882657766,0.927536232,0
7,108,House,15616,"NEAL, Richard Edmund",D,MA,2,0.011761448,39,0,25,5,0.882657766,0.927536232,0
7,109,House,15616,"NEAL, Richard Edmund",D,MA,2,0.011761448,39,0,25,5,0.882657766,0.927536232,0
7,106,House,29729,"McGOVERN, James P.",D,MA,3,-0.735640645,40,1,30,0,0.949195504,0.985915493,0
7,107,House,29729,"McGOVERN, James P.",D,MA,3,-0.735640645,40,1,30,0,0.949195504,0.985915493,0
7,108,House,29729,"McGOVERN, James P.",D,MA,3,-0.735640645,40,1,30,0,0.949195504,0.985915493,0
7,109,House,29729,"McGOVERN, James P.",D,MA,3,-0.735640645,40,1,30,0,0.949195504,0.985915493,0
7,106,House,14824,"FRANK, Barney",D,MA,4,-1,40,2,27,1,0.891662359,0.957142857,0
7,107,House,14824,"FRANK, Barney",D,MA,4,-1,40,2,27,1,0.891662359,0.957142857,0
7,108,House,14824,"FRANK, Barney",D,MA,4,-1,40,2,27,1,0.891662359,0.957142857,0
7,109,House,14824,"FRANK, Barney",D,MA,4,-1,40,2,27,1,0.891662359,0.957142857,0
7,106,House,29358,"MEEHAN, Martin Thomas",D,MA,5,-0.605179131,41,0,28,0,0.973987937,1,0
7,107,House,29358,"MEEHAN, Martin Thomas",D,MA,5,-0.605179131,41,0,28,0,0.973987937,1,0
7,108,House,29358,"MEEHAN, Martin Thomas",D,MA,5,-0.605179131,41,0,28,0,0.973987937,1,0
7,109,House,29358,"MEEHAN, Martin Thomas",D,MA,5,-0.605179131,41,0,28,0,0.973987937,1,0
7,106,House,29730,"TIERNEY, John F.",D,MA,6,-0.58334434,40,1,29,0,0.954594135,0.985714286,0
7,107,House,29730,"TIERNEY, John F.",D,MA,6,-0.58334434,40,1,29,0,0.954594135,0.985714286,0
7,108,House,29730,"TIERNEY, John F.",D,MA,6,-0.58334434,40,1,29,0,0.954594135,0.985714286,0
7,109,House,29730,"TIERNEY, John F.",D,MA,6,-0.58334434,40,1,29,0,0.954594135,0.985714286,0
7,106,House,14435,"MARKEY, Edward John",D,MA,7,-0.869462311,37,0,27,1,0.961972594,0.984615385,0
7,107,House,14435,"MARKEY, Edward John",D,MA,7,-0.869462311,37,0,27,1,0.961972594,0.984615385,0
7,108,House,14435,"MARKEY, Edward John",D,MA,7,-0.869462311,37,0,27,1,0.961972594,0.984615385,0
7,109,House,14435,"MARKEY, Edward John",D,MA,7,-0.869462311,37,0,27,1,0.961972594,0.984615385,0
7,106,House,29919,"CAPUANO, Michael Everett",D,MA,8,0.046076331,35,3,29,3,0.77997458,0.914285714,0
7,107,House,29919,"CAPUANO, Michael Everett",D,MA,8,0.046076331,35,3,29,3,0.77997458,0.914285714,0
7,108,House,29919,"CAPUANO, Michael Everett",D,MA,8,0.046076331,35,3,29,3,0.77997458,0.914285714,0
7,109,House,29919,"CAPUANO, Michael Everett",D,MA,8,0.046076331,35,3,29,3,0.77997458,0.914285714,0
7,106,House,14039,"MOAKLEY, John Joseph",D,MA,9,-0.553061008,16,0,16,0,0.99560082,1,0
7,107,House,14039,"MOAKLEY, John Joseph",D,MA,9,-0.553061008,16,0,16,0,0.99560082,1,0
7,106,House,29731,"DELAHUNT, Bill",D,MA,10,0.033417907,38,1,28,3,0.895537615,0.942857143,0
