congress,chamber,icpsr,adjust_d1,bioname,party_code,state_abbrev,district_code,d1,correctyea,wrongyea,correctnay,wrongnay,gmp,cc,se1d,d1_previous,d1_rolling,d1_norm,group,x_d1,a_d1,b_d1
106,"House",29529,.4193705,"EHRLICH, Robert L., Jr.","R","MD",2,.5985855,18,2,17,5,.7307803,.8333333,0,-.0176947,-.0117964,.5985855,16,.3516905,.2434533,.8468222
106,"House",14837,-.7536544,"LANTOS, Thomas Peter","D","CA",12,-.394758,37,3,30,0,.9208633,.9571428,0,-.9027182,-.3006307,-.394758,16,-.3981748,.2434533,.8468222
106,"House",15454,-1.10354,"PALLONE, Frank, Jr.","D","NJ",6,-.691049,39,1,25,1,.9471997,.969697,0,-.977328,-.6944406,-.691049,16,-.7015831,.2434533,.8468222
106,"House",29132,-.2330259,"ANDREWS, Robert Ernest","D","NJ",1,.0461218,38,1,26,2,.8969989,.9552239,0,-.5544825,-.1581547,.0461218,16,-.2398359,.2434533,.8468222
106,"House",29511,.6880416,"BARR, Bob","R","GA",7,.8261022,22,5,15,4,.6706243,.8043478,0,.4563156,.3042104,.8261022,16,.7348927,.2434533,.8468222
106,"House",39508,.3528527,"SCARBOROUGH, Charles Joseph","R","FL",1,.5422568,17,1,14,6,.6653505,.8157895,0,.0736742,.0491161,.5422568,16,.3776739,.2434533,.8468222
106,"House",14239,.5162468,"HYDE, Henry John","R","IL",6,.6806225,31,3,29,3,.8301494,.9090909,0,.3404231,.32446,.6806225,16,.4981983,.2434533,.8468222
106,"House",15612,-.2974343,"LOWEY, Nita M.","D","NY",18,-.0084207,35,3,27,1,.8440864,.9393939,0,-.8729137,-.6819404,-.0084207,16,-.4861717,.2434533,.8468222
106,"House",15125,.7258387,"ARMEY, Richard Keith","R","TX",26,.8581096,24,3,19,0,.8085087,.9347826,0,.6009225,.7332374,.8581096,16,.8847793,.2434533,.8468222
106,"House",29512,.5174471,"CHAMBLISS, Saxby","R","GA",8,.681639,25,1,20,0,.8466951,.9782609,0,.3241258,.2160839,.681639,16,.5893074,.2434533,.8468222
106,"House",29309,-1.433539,"WOOLSEY, Lynn C.","D","CA",6,-.9704992,40,2,29,0,.9078223,.971831,0,-.8578997,-.481721,-.9704992,16,-.8735949,.2434533,.8468222
106,"House",29937,-.2857944,"INSLEE, Jay Robert","D","WA",1,.0014362,36,3,29,3,.8417659,.915493,0,.2247175,.1123587,.0014362,16,-.2713906,.2434533,.8468222
106,"House",29562,.1379437,"MASCARA, Frank R.","D","PA",20,.360267,19,3,19,4,.690582,.8444445,0,-.369268,-.2461786,.360267,16,.0342198,.2434533,.8468222
106,"House",29538,.2934976,"BASS, Charles Foster","R","NH",2,.4919936,29,8,24,10,.6324079,.7464789,0,-.0440544,-.0293696,.4919936,16,.2799689,.2434533,.8468222
106,"House",29587,-.164674,"CUMMINGS, Elijah Eugene","D","MD",7,.1040037,40,0,28,1,.880981,.9855072,0,-.7856572,-.5237715,.1040037,16,-.3470115,.2434533,.8468222
106,"House",29910,.671371,"SIMPSON, Michael K.","R","ID",2,.8119851,34,1,31,3,.8475718,.942029,0,,0,.8119851,16,.5669411,.2434533,.8468222
106,"House",15420,.8014498,"HERGER, Walter William (Wally)","R","CA",2,.9221388,30,2,34,4,.8502327,.9142857,0,.4611908,.5654092,.9221388,16,.7631231,.2434533,.8468222
106,"House",14824,-1.468376,"FRANK, Barney","D","MA",4,-1,40,2,27,1,.8916624,.9571428,0,-.4376943,-.4848922,-1,16,-.6743083,.2434533,.8468222
106,"House",15449,.1485072,"SHAYS, Christopher H.","R","CT",4,.3692125,29,5,17,17,.5540193,.6764706,0,-.3510343,-.0059139,.3692125,16,.1047754,.2434533,.8468222
106,"House",29135,.6593488,"TAYLOR, Charles Hart","R","NC",11,.8018045,32,1,31,2,.8335849,.9545454,0,.2977426,.4061242,.8018045,16,.6393453,.2434533,.8468222
106,"House",14413,-.0293952,"DICKS, Norman DeValois","D","WA",6,.2185608,34,6,29,2,.7846035,.8873239,0,-.5287374,-.1447563,.2185608,16,-.1027687,.2434533,.8468222
106,"House",29107,.5570605,"CUNNINGHAM, Randall (Duke)","R","CA",51,.7151845,33,2,25,2,.8467908,.9354839,0,.1338244,.3837323,.7151845,16,.5776834,.2434533,.8468222
106,"House",29327,.2263933,"CASTLE, Michael Newbold","R","DE",1,.4351682,26,9,22,12,.6239923,.6956522,0,-.1720062,.0333917,.4351682,16,.2434813,.2434533,.8468222
106,"House",29375,.410518,"KING, Peter T.","R","NY",3,.5910891,28,2,32,7,.7523315,.8695652,0,.2661852,.3171393,.5910891,16,.4937322,.2434533,.8468222
106,"House",29392,.647125,"ISTOOK, Ernest James, Jr.","R","OK",5,.7914531,32,0,31,1,.8996182,.984375,0,.4800246,.4021163,.7914531,16,.6930803,.2434533,.8468222
106,"House",29106,-.6822671,"WATERS, Maxine","D","CA",35,-.3343056,39,1,30,0,.9507164,.9857143,0,-.9007653,-.5131027,-.3343056,16,-.5448974,.2434533,.8468222
106,"House",14052,.4763965,"SHUSTER, E. G. (Bud)","R","PA",9,.6468764,15,1,13,1,.8006776,.9333333,0,.6004929,.4602034,.6468764,16,.654444,.2434533,.8468222
106,"House",29723,.7145662,"RYUN, Jim","R","KS",2,.8485638,36,1,34,0,.8845068,.9859155,0,.6513429,.3256715,.8485638,16,.7704374,.2434533,.8468222
106,"House",29301,.4737377,"BACHUS, Spencer T., III","R","AL",6,.6446249,31,2,36,2,.8379684,.943662,0,.2915083,.3589656,.6446249,16,.5700735,.2434533,.8468222
106,"House",29936,.6816666,"DeMINT, James W.","R","SC",4,.8207037,29,1,22,0,.8749252,.9807692,0,,0,.8207037,16,.6759958,.2434533,.8468222
106,"House",29379,-.4401773,"MALONEY, Carolyn Bosher","D","NY",14,-.1292986,37,3,29,2,.8896784,.9295775,0,-.8765242,-.4031844,-.1292986,16,-.4194025,.2434533,.8468222
106,"House",15105,.5926625,"KOLBE, James Thomas","R","AZ",5,.745333,33,4,29,3,.8093065,.8985507,0,.0532354,.3610047,.745333,16,.5102473,.2434533,.8468222
106,"House",29742,-.5917926,"ROTHMAN, Steven","D","NJ",9,-.2576899,39,1,30,1,.9322852,.971831,0,-.9310781,-.4655391,-.2576899,16,-.5052153,.2434533,.8468222
106,"House",29728,-.2475152,"ALLEN, Thomas H.","D","ME",1,.0338519,36,2,26,5,.8569239,.8985507,0,-.4605928,-.2302964,.0338519,16,-.2310908,.2434533,.8468222
106,"House",2605,-.0384925,"DINGELL, John David, Jr.","D","MI",16,.210857,35,5,25,5,.7472023,.8571429,0,-.5500022,-.1370042,.210857,16,-.1157026,.2434533,.8468222
106,"House",29901,-.0803126,"THOMPSON, Michael","D","CA",1,.1754428,33,6,26,5,.7408971,.8428571,0,,0,.1754428,16,-.300447,.2434533,.8468222
106,"House",29328,-.029695,"BROWN, Corrine","D","FL",3,.2183069,37,2,26,3,.8046927,.9264706,0,-.575525,-.3405336,.2183069,16,-.2947919,.2434533,.8468222
106,"House",29914,.0758096,"HILL, Baron P.","D","IN",9,.3076505,24,4,20,2,.7432137,.88,0,,0,.3076505,16,.0602333,.2434533,.8468222
106,"House",14860,.3845134,"SHAW, Eugene Clay, Jr.","R","FL",22,.5690678,29,2,34,5,.7416179,.9,0,.0159156,.3205175,.5690678,16,.4215654,.2434533,.8468222
106,"House",29364,.7289129,"SMITH, Nick H.","R","MI",7,.8607129,25,4,15,4,.645187,.8333333,0,.0523352,.2761676,.8607129,16,.6363011,.2434533,.8468222
106,"House",29544,.1465964,"KELLY, Sue W.","R","NY",19,.3675944,29,5,16,19,.557853,.6521739,0,-.1749483,-.1166322,.3675944,16,.1450914,.2434533,.8468222
106,"House",29366,.0304795,"MINGE, David R.","D","MN",2,.269264,14,3,15,1,.7724758,.8787879,0,-.2886879,-.0430141,.269264,16,.1353849,.2434533,.8468222
106,"House",29704,.574756,"HUTCHINSON, Asa","R","AR",3,.7301694,18,2,16,1,.8233851,.9189189,0,.3170088,.1585044,.7301694,16,.5958261,.2434533,.8468222
106,"House",29740,.5945944,"SUNUNU, John E.","R","NH",1,.746969,23,3,13,3,.7145396,.8571429,0,.0091866,.0045933,.746969,16,.4804465,.2434533,.8468222
106,"House",14280,-.9879379,"WAXMAN, Henry Arnold","D","CA",29,-.5931545,37,1,27,0,.9530223,.9846154,0,-1,-.6479471,-.5931545,16,-.6942723,.2434533,.8468222
106,"House",29358,-1.002138,"MEEHAN, Martin Thomas","D","MA",5,-.6051791,41,0,28,0,.9739879,1,0,-.6437384,-.3746402,-.6051791,16,-.5828266,.2434533,.8468222
106,"House",29502,.7066323,"HAYWORTH, John D., Jr.","R","AZ",6,.8418452,35,1,29,4,.8178822,.9275362,0,.5306823,.3537882,.8418452,16,.7570459,.2434533,.8468222
106,"House",29568,.7029104,"HILLEARY, Van","R","TN",4,.8386934,26,1,16,2,.8022687,.9333333,0,.6322523,.4215015,.8386934,16,.8427823,.2434533,.8468222
106,"House",29779,.4282159,"WILSON, Heather","R","NM",1,.606076,31,1,29,9,.695881,.8571429,0,,0,.606076,16,.4394707,.2434533,.8468222
106,"House",29326,.4286089,"McINNIS, Scott","R","CO",3,.6064088,24,2,21,3,.7333801,.9,0,.1873662,.2558056,.6064088,16,.4994139,.2434533,.8468222
106,"House",29904,.2912562,"KUYKENDALL, Steven T.","R","CA",36,.4900955,12,3,12,2,.7195288,.8275862,0,,0,.4900955,16,.2912562,.2434533,.8468222
106,"House",29705,-.1564925,"TAUSCHER, Ellen O'Kane","D","CA",10,.1109319,38,2,29,2,.8670177,.943662,0,-.5931779,-.296589,.1109319,16,-.2153523,.2434533,.8468222
106,"House",14854,.5312828,"ROGERS, Harold Dallas (Hal)","R","KY",5,.6933554,34,2,34,1,.8604642,.9577465,0,.4644613,.4519312,.6933554,16,.5650138,.2434533,.8468222
106,"House",29510,.3705029,"FOLEY, Mark A.","R","FL",16,.5572034,31,1,32,7,.73004,.8873239,0,.0561619,.0374413,.5572034,16,.3688259,.2434533,.8468222
106,"House",29756,.0357673,"FORD, Harold, Jr.","D","TN",9,.2737418,35,2,26,4,.7798284,.9104478,0,-.7410021,-.370501,.2737418,16,-.0867352,.2434533,.8468222
106,"House",15434,.1008414,"MORELLA, Constance A.","R","MD",8,.328848,23,2,15,6,.7016531,.8260869,0,-.2838531,.0616129,.328848,16,.123258,.2434533,.8468222
106,"House",29134,-.2425538,"SERRANO, José E.","D","NY",16,.0380534,33,4,29,1,.8692204,.9253731,0,-.8707179,-.6822453,.0380534,16,-.6031452,.2434533,.8468222
106,"House",94679,.3996747,"TAUZIN, Wilbert Joseph (Billy)","R","LA",3,.5819067,22,1,25,1,.8149534,.9591837,0,.6843492,.4562328,.5819067,16,.689072,.2434533,.8468222
106,"House",39304,.0643344,"GREEN, Raymond Eugene (Gene)","D","TX",29,.2979331,34,4,26,6,.7123722,.8571429,0,-.4675534,-.1932934,.2979331,16,-.0265087,.2434533,.8468222
106,"House",15030,.521887,"KASICH, John Richard","R","OH",12,.6853988,18,2,10,1,.6893899,.9032258,0,.1237197,.3921973,.6853988,16,.5073646,.2434533,.8468222
106,"House",29371,.2044767,"FRANKS, Robert Douglas","R","NJ",7,.4166087,12,1,8,6,.6777455,.7407407,0,-.17392,.0323169,.4166087,16,.2483449,.2434533,.8468222
106,"House",39307,-.1261968,"SCOTT, Robert C.","D","VA",3,.136587,37,2,29,2,.8399873,.9428571,0,-.5441248,-.3247102,.136587,16,-.3642894,.2434533,.8468222
106,"House",14620,-.0868861,"DIXON, Julian Carey","D","CA",32,.1698762,16,1,15,1,.8172517,.9393939,0,-.9303192,-.3450657,.1698762,16,-.2796671,.2434533,.8468222
106,"House",15051,.564452,"PACKARD, Ronald C.","R","CA",48,.7214438,19,4,10,0,.82715,.8787879,0,.3360067,.4926978,.7214438,16,.6208838,.2434533,.8468222
106,"House",15010,.0194839,"BOUCHER, Frederick C.","D","VA",9,.2599527,33,6,27,3,.7715145,.8695652,0,-.4474954,-.0719291,.2599527,16,-.0643982,.2434533,.8468222
106,"House",15093,.6258401,"COMBEST, Larry Ed","R","TX",19,.7734286,26,0,16,1,.8763471,.9767442,0,.5221559,.6238945,.7734286,16,.7494947,.2434533,.8468222
106,"House",29571,-1.468376,"DOGGETT, Lloyd Alton, II","D","TX",10,-1,42,1,27,1,.899926,.971831,0,-.7260747,-.4840498,-1,16,-.7351564,.2434533,.8468222
106,"House",29766,.7941336,"CANNON, Christopher B.","R","UT",3,.9159433,33,1,31,4,.8419474,.9275362,0,1,.5,.9159433,16,.9116124,.2434533,.8468222
106,"House",29334,-.0034968,"MEEK, Carrie P.","D","FL",17,.2404921,21,1,16,3,.7900226,.902439,0,-.6835644,-.3871485,.2404921,16,-.1998334,.2434533,.8468222
106,"House",29744,-.1569695,"McCARTHY, Carolyn","D","NY",4,.110528,38,1,26,5,.8349456,.9142857,0,-.4357172,-.2178586,.110528,16,-.2126445,.2434533,.8468222
106,"House",29137,.6944482,"BOEHNER, John Andrew","R","OH",8,.8315275,35,0,30,3,.8622585,.9558824,0,.3745795,.4470532,.8315275,16,.6969858,.2434533,.8468222
106,"House",29758,.2183182,"TURNER, Jim","D","TX",2,.42833,21,6,24,3,.68536,.8333333,0,-.075464,-.037732,.42833,16,.2237901,.2434533,.8468222
106,"House",29913,.1684929,"PHELPS, David Dwain","D","IL",19,.3861368,17,3,23,3,.7379004,.8695652,0,,0,.3861368,16,.1668099,.2434533,.8468222
106,"House",15437,.3192186,"PICKETT, Owen Bradford","D","VA",2,.5137747,14,2,14,3,.7254434,.8484849,0,.1224209,.246403,.5137747,16,.3524134,.2434533,.8468222
106,"House",15410,-.1544263,"DeFAZIO, Peter Anthony","D","OR",4,.1126817,33,6,28,3,.7615107,.8714285,0,-.7149994,-.3221466,.1126817,16,-.3147026,.2434533,.8468222
106,"House",29360,.0497901,"STUPAK, Bart T.","D","MI",1,.2856167,28,5,25,8,.6427188,.8030303,0,-.4950158,-.1771373,.2856167,16,-.0341576,.2434533,.8468222
106,"House",29508,.292665,"BILBRAY, Brian P.","R","CA",49,.4912885,18,2,11,5,.6840807,.8055556,0,.005171,.0034474,.4912885,16,.397282,.2434533,.8468222
106,"House",29748,-.7651116,"KUCINICH, Dennis","D","OH",10,-.4044602,40,1,30,0,.9686878,.9859155,0,-1,-.5,-.4044602,16,-.6769219,.2434533,.8468222
106,"House",29149,-.0627524,"MORAN, James P.","D","VA",8,.1903132,35,3,25,4,.7420882,.8955224,0,-.5308324,-.0984,.1903132,16,-.2086671,.2434533,.8468222
106,"House",29700,.4982027,"RILEY, Robert","R","AL",3,.6653424,20,2,20,2,.8138918,.9090909,0,.6513456,.3256728,.6653424,16,.6894301,.2434533,.8468222
106,"House",29350,.6884446,"BUYER, Stephen Earle","R","IN",5,.8264435,33,0,30,1,.8953568,.984375,0,.3360028,.3471887,.8264435,16,.6927348,.2434533,.8468222
106,"House",29938,-.0487783,"BAIRD, Brian","D","WA",3,.2021468,35,5,28,2,.781324,.9,0,,0,.2021468,16,-.031956,.2434533,.8468222
106,"House",29563,.4128385,"ENGLISH, Philip Sheridan","R","PA",21,.5930541,29,1,31,6,.7543643,.8955224,0,-.0853651,-.0569101,.5930541,16,.3294481,.2434533,.8468222
106,"House",15121,.3215355,"TRAFICANT, James A., Jr.","D","OH",17,.5157367,15,4,19,5,.554364,.7906977,0,-.1127307,.0856767,.5157367,16,.1862542,.2434533,.8468222
106,"House",14835,.684411,"HUNTER, Duncan Lee","R","CA",52,.8230278,35,0,29,4,.872099,.9411765,0,.4072443,.5420159,.8230278,16,.6877612,.2434533,.8468222
106,"House",15448,-.7647211,"PELOSI, Nancy","D","CA",8,-.4041295,38,1,30,0,.9678026,.9855072,0,-1,-.5692771,-.4041295,16,-.6956376,.2434533,.8468222
106,"House",29123,-.1853289,"OLVER, John Walter","D","MA",1,.0865127,39,1,27,3,.8386767,.9428571,0,-.6657922,-.4193366,.0865127,16,-.4272164,.2434533,.8468222
106,"House",29903,-.4434159,"NAPOLITANO, Grace Flores","D","CA",34,-.1320412,38,1,31,0,.8874788,.9857143,0,,0,-.1320412,16,-.5795553,.2434533,.8468222
106,"House",29915,-.6871244,"MOORE, Dennis","D","KS",3,-.3384189,38,2,30,1,.9419008,.9577465,0,,0,-.3384189,16,-.4260315,.2434533,.8468222
106,"House",29532,.5949126,"GUTKNECHT, Gilbert W.","R","MN",1,.7472385,32,5,30,3,.7677086,.8857143,0,.1904672,.1269781,.7472385,16,.5531279,.2434533,.8468222
106,"House",29580,.6893722,"HASTINGS, Richard Norman (Doc)","R","WA",4,.827229,37,0,32,2,.8919327,.971831,0,.8247651,.5498434,.827229,16,.7659917,.2434533,.8468222
106,"House",29370,.2032083,"DANNER, Patsy Ann (Pat)","D","MO",6,.4155346,10,3,15,3,.595718,.8064516,0,-.1093784,.0542646,.4155346,16,.2719621,.2434533,.8468222
106,"House",15092,.8462419,"COBLE, Howard","R","NC",6,.9600697,20,3,35,4,.8359562,.8870968,0,.3756997,.4956465,.9600697,16,.7071551,.2434533,.8468222
106,"House",29917,.5248928,"FLETCHER, Ernest L.","R","KY",6,.6879442,25,4,21,1,.8379449,.9019608,0,,0,.6879442,16,.519477,.2434533,.8468222
106,"House",29578,.5564846,"METCALF, Jack","R","WA",2,.7146968,21,1,7,4,.7226586,.8484849,0,.1025457,.0683638,.7146968,16,.4575968,.2434533,.8468222
106,"House",12036,-.0175686,"OBEY, David Ross","D","WI",7,.2285758,36,3,27,5,.645807,.8873239,0,-.524931,-.3718598,.2285758,16,-.2566554,.2434533,.8468222
106,"House",15402,.6270171,"BALLENGER, Cass","R","NC",10,.7744253,29,2,21,2,.8135455,.9259259,0,.3355513,.4702713,.7744253,16,.6219385,.2434533,.8468222
106,"House",14288,.6939743,"GOODLING, William Franklin","R","PA",19,.8311262,23,0,10,0,.8736507,1,0,.2327488,.3134956,.8311262,16,.4952793,.2434533,.8468222
106,"House",29519,.4334944,"SOUDER, Mark Edward","R","IN",4,.610546,26,6,34,5,.6754933,.8450704,0,.1365137,.0910091,.610546,16,.5082978,.2434533,.8468222
106,"House",29384,.204139,"POMEROY, Earl Ralph, III","D","ND",1,.4163228,22,12,26,7,.6068911,.7164179,0,-.3471179,-.0763245,.4163228,16,.0759898,.2434533,.8468222
106,"House",29552,.547297,"NEY, Robert William","R","OH",18,.7069166,31,3,32,2,.7972576,.9264706,0,.1327454,.0884969,.7069166,16,.5020307,.2434533,.8468222
106,"House",29501,.7661325,"SHADEGG, John B.","R","AZ",4,.8922313,33,3,31,3,.8324423,.9142857,0,.5251721,.3501147,.8922313,16,.8518194,.2434533,.8468222
106,"House",29576,.3668376,"DAVIS, Thomas M., III","R","VA",11,.5540995,26,6,30,7,.6162794,.8115942,0,-.0971091,-.0647394,.5540995,16,.312483,.2434533,.8468222
106,"House",15447,.2923903,"WELDON, Wayne Curtis (Curt)","R","PA",7,.4910559,28,4,24,9,.6694124,.8,0,-.1614811,.1949509,.4910559,16,.2926111,.2434533,.8468222
106,"House",29509,.6800969,"WELDON, David Joseph","R","FL",15,.8193744,36,0,31,4,.8611406,.943662,0,.1354314,.0902876,.8193744,16,.6225606,.2434533,.8468222
106,"House",15445,.6630619,"SMITH, Lamar Seeligson","R","TX",21,.8049488,34,1,27,4,.8326865,.9242424,0,.3768784,.5052652,.8049488,16,.6764024,.2434533,.8468222
106,"House",14669,.6733354,"THOMAS, William Marshall","R","CA",21,.8136487,31,3,29,3,.820283,.9090909,0,.4823647,.4765583,.8136487,16,.6403357,.2434533,.8468222
106,"House",29722,.6295856,"MORAN, Jerry","R","KS",1,.7766004,32,4,29,6,.6896076,.8591549,0,.1943315,.0971657,.7766004,16,.643618,.2434533,.8468222
106,"House",29935,.7380323,"TOOMEY, Patrick Joseph","R","PA",15,.8684354,26,4,19,3,.7577615,.8653846,0,,0,.8684354,16,.7322698,.2434533,.8468222
106,"House",29348,-.2165056,"GUTIÉRREZ, Luis V.","D","IL",4,.0601115,36,1,24,2,.8701661,.952381,0,-.711919,-.40761,.0601115,16,-.3685941,.2434533,.8468222
106,"House",14256,-.7651195,"MILLER, George","D","CA",7,-.4044669,39,1,30,0,.9682485,.9857143,0,-1,-.5331692,-.4044669,16,-.5497555,.2434533,.8468222
106,"House",29714,-.0894022,"DAVIS, Jim","D","FL",11,.1677455,34,2,25,2,.8634923,.9365079,0,-.3225226,-.1612613,.1677455,16,-.0693601,.2434533,.8468222
106,"House",29585,-1.192579,"JACKSON, Jesse L., Jr.","D","IL",2,-.7664488,40,1,29,1,.8912486,.971831,0,-1,-.6666667,-.7664488,16,-.9626791,.2434533,.8468222
106,"House",29737,.6091358,"HULSHOF, Kenny","R","MO",9,.759283,35,1,30,4,.7847499,.9285714,0,.0768089,.0384045,.759283,16,.5570706,.2434533,.8468222
106,"House",29925,-.4247315,"CROWLEY, Joseph","D","NY",7,-.1162188,39,1,28,1,.925633,.9710145,0,,0,-.1162188,16,-.5481265,.2434533,.8468222
106,"House",15453,.061976,"COSTELLO, Jerry Francis","D","IL",12,.2959359,33,5,28,5,.699904,.8591549,0,-.4035929,.0407167,.2959359,16,.027083,.2434533,.8468222
106,"House",14828,.4707576,"HALL, Ralph Moody","D","TX",4,.6421013,17,9,20,6,.5419484,.7115384,0,.105792,.3155834,.6421013,16,.4412916,.2434533,.8468222
106,"House",29518,.4495381,"McINTOSH, David Martin","R","IN",2,.6241321,9,2,9,2,.5695825,.8181818,0,.3435141,.2290094,.6241321,16,.6055614,.2434533,.8468222
106,"House",29760,.633598,"BRADY, Kevin Patrick","R","TX",8,.7799982,33,2,34,1,.854929,.9571428,0,.6513429,.3256715,.7799982,16,.7242763,.2434533,.8468222
106,"House",39302,.7000831,"BONILLA, Henry","R","TX",23,.8362992,33,4,33,0,.8568437,.9428571,0,.2393701,.3330407,.8362992,16,.6703138,.2434533,.8468222
106,"House",29395,.1617271,"KLINK, Ronald","D","PA",4,.3804074,10,2,13,3,.6897635,.8214286,0,-.4024388,-.0973366,.3804074,16,.1015865,.2434533,.8468222
106,"House",29554,.7251963,"LARGENT, Steve","R","OK",1,.8575656,24,1,15,1,.8095664,.9512195,0,.2912287,.1941525,.8575656,16,.6543408,.2434533,.8468222
106,"House",29569,.5479226,"BRYANT, Ed","R","TN",7,.7074463,24,2,19,1,.8040186,.9347826,0,.3905155,.2603437,.7074463,16,.6400829,.2434533,.8468222
106,"House",29335,-.1427079,"DEUTSCH, Peter R.","D","FL",20,.1226051,30,0,21,2,.8801384,.9622642,0,-.7076336,-.4064822,.1226051,16,-.2463091,.2434533,.8468222
106,"House",29923,-.3644077,"HOLT, Rush","D","NJ",12,-.0651353,37,2,30,2,.8597513,.943662,0,,0,-.0651353,16,-.4465159,.2434533,.8468222
106,"House",15026,.5138791,"GEKAS, George William","R","PA",17,.6786175,24,1,20,0,.8458737,.9777778,0,.2786755,.5138116,.6786175,16,.6267608,.2434533,.8468222
106,"House",29505,.6759492,"RADANOVICH, George P.","R","CA",19,.8158621,31,5,28,4,.6757988,.8676471,0,.2188099,.1458733,.8158621,16,.6375049,.2434533,.8468222
106,"House",29381,.399858,"QUINN, John Francis (Jack)","R","NY",30,.5820619,24,1,24,2,.7841871,.9411765,0,-.0662779,.1324602,.5820619,16,.3913907,.2434533,.8468222
106,"House",15613,-.676105,"McDERMOTT, James A.","D","WA",7,-.3290874,34,1,26,0,.9444979,.9836066,0,-1,-.6449534,-.3290874,16,-.5839981,.2434533,.8468222
106,"House",14829,.4999756,"HANSEN, James Vear","R","UT",1,.6668437,22,0,16,2,.8058058,.95,0,.3774561,.5876175,.6668437,16,.7090461,.2434533,.8468222
106,"House",15455,.7031047,"DUNCAN, John J., Jr.","R","TN",2,.838858,29,8,30,4,.6894249,.8309859,0,.3526357,.5187139,.838858,16,.6900797,.2434533,.8468222
106,"House",15003,.3899026,"BATEMAN, Herbert Harvell","R","VA",1,.5736315,12,2,14,0,.7961538,.9285714,0,.2359161,.4026041,.5736315,16,.5089826,.2434533,.8468222
106,"House",29311,.8175333,"POMBO, Richard William","R","CA",11,.9357587,25,4,37,3,.7209456,.8985507,0,1,.6855603,.9357587,16,.9683133,.2434533,.8468222
106,"House",29555,.8054489,"COBURN, Thomas Allen","R","OK",2,.9255253,16,1,14,2,.8163624,.9090909,0,.2190044,.146003,.9255253,16,.6053612,.2434533,.8468222
106,"House",29764,.0125741,"REYES, Silvestre","D","TX",16,.2541013,32,7,27,5,.7089942,.8309859,0,-.7080405,-.3540202,.2541013,16,-.1371198,.2434533,.8468222
106,"House",29127,.2769525,"PETERSON, Collin Clark","D","MN",7,.4779828,22,16,29,4,.5838283,.7183099,0,-.1137417,.1165669,.4779828,16,.2013744,.2434533,.8468222
106,"House",29726,.4114815,"COOKSEY, John","R","LA",5,.591905,21,1,23,1,.817446,.9565217,0,1,.5,.591905,16,.7830702,.2434533,.8468222
106,"House",29908,-.3675233,"LARSON, John B.","D","CT",1,-.0677736,31,0,27,4,.9112012,.9354839,0,,0,-.0677736,16,-.3299836,.2434533,.8468222
106,"House",14451,.1617702,"SKELTON, Isaac Newton, IV (Ike)","D","MO",4,.3804439,27,7,27,7,.6284715,.7941176,0,-.1090631,.149464,.3804439,16,.2058342,.2434533,.8468222
106,"House",29581,.6598392,"NETHERCUTT, George R., Jr.","R","WA",5,.8022198,27,1,20,2,.8252898,.94,0,.4277992,.2851995,.8022198,16,.6969324,.2434533,.8468222
106,"House",29339,.264154,"BISHOP, Sanford Dixon, Jr.","D","GA",2,.4671447,31,6,29,4,.6955528,.8571429,0,-.310237,-.0876765,.4671447,16,-.0651066,.2434533,.8468222
106,"House",29389,-.1705963,"BROWN, Sherrod","D","OH",13,.0989886,38,2,28,0,.9021803,.9705882,0,-.6848931,-.3035647,.0989886,16,-.1797887,.2434533,.8468222
106,"House",29921,.6167203,"TERRY, Lee Raymond","R","NE",2,.7657057,35,2,29,5,.7807091,.9014084,0,,0,.7657057,16,.5560604,.2434533,.8468222
106,"House",14644,.599328,"LEWIS, Charles Jeremy (Jerry)","R","CA",40,.7509775,33,4,31,3,.7098774,.9014084,0,.1826846,.4210763,.7509775,16,.5608694,.2434533,.8468222
106,"House",29909,.4520082,"ISAKSON, Johnny","R","GA",6,.6262239,26,2,23,3,.8219004,.9074074,0,,0,.6262239,16,.4467109,.2434533,.8468222
106,"House",99767,.6089107,"GOODE, Virgil H., Jr.","I","VA",5,.7590925,25,1,14,1,.8246931,.9512195,0,,0,.7590925,16,.7590925,.2434533,.8468222
106,"House",29752,.6039545,"PITTS, Joseph R.","R","PA",16,.7548954,35,1,31,3,.8407613,.9428571,0,.4469325,.2234663,.7548954,16,.6532027,.2434533,.8468222
106,"House",15603,-.177809,"ENGEL, Eliot Lance","D","NY",17,.0928807,40,1,28,1,.8401306,.9714286,0,-.8295189,-.6451964,.0928807,16,-.4925962,.2434533,.8468222
106,"House",29712,-.0316479,"MALONEY, James H.","D","CT",5,.2166532,24,2,19,1,.8384244,.9347826,0,-.6451782,-.3225891,.2166532,16,-.1502045,.2434533,.8468222
106,"House",29129,.6024127,"BARRETT, William E.","R","NE",3,.7535897,20,2,11,0,.803624,.9393939,0,.6047601,.601005,.7535897,16,.8363697,.2434533,.8468222
106,"House",29332,.4592257,"CANADY, Charles Terrance","R","FL",12,.6323358,18,0,14,1,.8207335,.969697,0,.2231804,.3098601,.6323358,16,.5917796,.2434533,.8468222
106,"House",99342,.5672212,"DEAL, John Nathan","R","GA",9,.7237888,34,4,32,1,.8215465,.9295775,0,.1722341,.1148227,.7237888,16,.6301659,.2434533,.8468222
106,"House",29147,-.7649435,"SANDERS, Bernard","I","VT",1,-.4043179,40,1,30,0,.9686879,.9859155,0,-.7731586,-.4620542,-.4043179,16,-.5874287,.2434533,.8468222
